        2000          12
      0    0    1    0    1    2    0    1    2    0    1    0
      2.   2.   6.   2.   6.  10.   2.   6.  10.   2.   6.   2.
    -0.1322093398156417E+04 -0.2071544650158709E+03 -0.1950559596899963E+03 -0.4528085227797159E+02 -0.4003979040173693E+02 -0.3040230906333889E+02 -0.9556399709777880E+01 -0.7549317862932946E+01 -0.4001495558039755E+01 -0.1512721506251768E+01 -0.9038626603912411E+00 -0.1575276986294739E+00
     0.7006691463218715E+00  0.4395526538237938E+01  0.5528300913624349E+01  0.1170870061469168E+02  0.1366720682129721E+02  0.1655983660185383E+02  0.2179181063928720E+02  0.2436151212207476E+02  0.2962915918302349E+02  0.3421275332267698E+02  0.3722994707802893E+02  0.4572762184145517E+02
  0.8107130314729438E-06  0.6729277757968681E-03  0.2193432512258340E-03  0.2717303420534076E-08  0.9881588664511152E-04  0.1280505355884326E-08  0.3168388854982942E-14  0.4603567288791144E-04  0.5822424529527308E-09  0.1403114192870097E-14  0.1796779348576682E-04  0.2081930575799086E-09  0.4948771823695178E-05
  0.8182577415324253E-06  0.6791899328361988E-03  0.2213844240432198E-03  0.2768114061829358E-08  0.9973545130280878E-04  0.1304449424044522E-08  0.3257671755649779E-14  0.4646407341355188E-04  0.5931297584334447E-09  0.1442652933485546E-14  0.1813499886566032E-04  0.2120860430627424E-09  0.4994824293824150E-05
  0.8258726646607384E-06  0.6855103618006907E-03  0.2234445908060995E-03  0.2819874801735356E-08  0.1006635728846596E-03  0.1328841217825042E-08  0.3349470579332159E-14  0.4689646038079201E-04  0.6042206435885625E-09  0.1483305845199571E-14  0.1830376015980276E-04  0.2160518227478200E-09  0.5041305300968606E-05
  0.8335584542792868E-06  0.6918896048839716E-03  0.2255239282444530E-03  0.2872603405810808E-08  0.1016003310089315E-03  0.1353689109089308E-08  0.3443856222627055E-14  0.4733287088164859E-04  0.6155189150825954E-09  0.1525104324417725E-14  0.1847409184526495E-04  0.2200917577882482E-09  0.5088218832469572E-05
  0.8413157698903861E-06  0.6983282093235902E-03  0.2276226147323447E-03  0.2926317971801967E-08  0.1025458060345651E-03  0.1379001626241186E-08  0.3540901579931724E-14  0.4777334235319806E-04  0.6270284507585876E-09  0.1568080652267121E-14  0.1864600853379505E-04  0.2242072347885181E-09  0.5135568912761525E-05
  0.8491452771338554E-06  0.7048267274479220E-03  0.2297408303032123E-03  0.2981036935853848E-08  0.1035000790680619E-03  0.1404787457151987E-08  0.3640681599739636E-14  0.4821791258078548E-04  0.6387532009690151E-09  0.1612268019526963E-14  0.1881952497307099E-04  0.2283996662803961E-09  0.5183359603717342E-05
  0.8570476478441339E-06  0.7113857167235092E-03  0.2318787566652976E-03  0.3036779078837616E-08  0.1044632319704363E-03  0.1431055452142193E-08  0.3743273342522740E-14  0.4866661970126315E-04  0.6506971899315675E-09  0.1657700552261586E-14  0.1899465604796450E-04  0.2326704912077120E-09  0.5231595004996445E-05
  0.8650235601079302E-06  0.7180057398028430E-03  0.2340365772172210E-03  0.3093563532796278E-08  0.1054353473642315E-03  0.1457814627018924E-08  0.3848756040244794E-14  0.4911950220625934E-04  0.6628645171102812E-09  0.1704413338175803E-14  0.1917141678181692E-04  0.2370211754202124E-09  0.5280279254396182E-05
  0.8730736983224071E-06  0.7246873645725863E-03  0.2362144770637007E-03  0.3151409787510890E-08  0.1064165086406014E-03  0.1485074166170217E-08  0.3957211157551697E-14  0.4957659894547738E-04  0.6752593586224943E-09  0.1752442453712913E-14  0.1934982233772684E-04  0.2414532121766474E-09  0.5329416528206489E-05
  0.8811987532539086E-06  0.7314311642022478E-03  0.2384126430314170E-03  0.3210337697189535E-08  0.1074067999664577E-03  0.1512843425717141E-08  0.4068722454686104E-14  0.5003794913002540E-04  0.6878859686721089E-09  0.1801824991916304E-14  0.1952988801984969E-04  0.2459681226572630E-09  0.5379011041567819E-05
  0.8893994220972330E-06  0.7382377171933072E-03  0.2406312636850258E-03  0.3270367487281381E-08  0.1084063062916839E-03  0.1541131936724862E-08  0.4183376052174885E-14  0.5050359233577709E-04  0.7007486810096521E-09  0.1852599091076154E-14  0.1971162927470943E-04  0.2505674564858774E-09  0.5429067048832418E-05
  0.8976764085354582E-06  0.7451076074287958E-03  0.2428705293433194E-03  0.3331519761418117E-08  0.1094151133564160E-03  0.1569949408473738E-08  0.4301260497339398E-14  0.5097356850676351E-04  0.7138519104196354E-09  0.1904803964183363E-14  0.1989506169252247E-04  0.2552527922617173E-09  0.5479588843928958E-05
  0.9060304228003229E-06  0.7520414242233391E-03  0.2451306320955375E-03  0.3393815508485203E-08  0.1104333076983907E-03  0.1599305731791579E-08  0.4422466832679948E-14  0.5144791795859665E-04  0.7272001542357238E-09  0.1958479929213463E-14  0.2008020100853377E-04  0.2600257381011987E-09  0.5530580760730545E-05
  0.9144621817331702E-06  0.7590397623736647E-03  0.2474117658178311E-03  0.3457276109825321E-08  0.1114609766603623E-03  0.1629210982448211E-08  0.4547088666187228E-14  0.5192668138192461E-04  0.7407979938842363E-09  0.2013668440263888E-14  0.2026706310436546E-04  0.2648879321898380E-09  0.5582047173426147E-05
  0.9229724088464590E-06  0.7661032222095779E-03  0.2497141261898778E-03  0.3521923346576505E-08  0.1124982083975887E-03  0.1659675424613508E-08  0.4675222243635043E-14  0.5240989984591897E-04  0.7546500964565032E-09  0.2070412119568656E-14  0.2045566400937798E-04  0.2698410433444812E-09  0.5633992496895501E-05
  0.9315618343858462E-06  0.7732324096454116E-03  0.2520379107116524E-03  0.3587779407147492E-08  0.1135450918853857E-03  0.1690709514380082E-08  0.4806966522910171E-14  0.5289761480179452E-04  0.7687612163106235E-09  0.2128754790415180E-14  0.2064601990204380E-04  0.2748867715860466E-09  0.5686421187087460E-05
  0.9402311953928482E-06  0.7804279362319556E-03  0.2543833187203529E-03  0.3654866894832823E-08  0.1146017169267532E-03  0.1722323903351834E-08  0.4942423250436719E-14  0.5338986808636175E-04  0.7831361967031719E-09  0.2188741510988635E-14  0.2083814711133401E-04  0.2800268487229757E-09  0.5739337741401882E-05
  0.9489812357680847E-06  0.7876904192088659E-03  0.2567505514074841E-03  0.3723208835570340E-08  0.1156681741600710E-03  0.1754529442299606E-08  0.5081697039754042E-14  0.5388670192561225E-04  0.7977799714514119E-09  0.2250418609170022E-14  0.2103206211811766E-04  0.2852630389455920E-09  0.5792746699075072E-05
  0.9578127063351117E-06  0.7950204815575625E-03  0.2591398118360995E-03  0.3792828685843717E-08  0.1167445550668665E-03  0.1787337184885181E-08  0.5224895452308874E-14  0.5438815893833756E-04  0.8126975666265906E-09  0.2313833718314786E-14  0.2122778155657422E-04  0.2905971394315751E-09  0.5846652641568783E-05
  0.9667263649048479E-06  0.8024187520546192E-03  0.2615513049582040E-03  0.3863750340732757E-08  0.1178309519796547E-03  0.1820758391454910E-08  0.5372129080524093E-14  0.5489428213978149E-04  0.8278941022788895E-09  0.2379035814039640E-14  0.2142532221561910E-04  0.2960309809627532E-09  0.5901060192962844E-05
  0.9757229763406010E-06  0.8098858653256466E-03  0.2639852376323172E-03  0.3935998142114197E-08  0.1189274580898509E-03  0.1854804532904276E-08  0.5523511633208230E-14  0.5540511494532647E-04  0.8433747941946326E-09  0.2446075252045986E-14  0.2162470104034239E-04  0.3015664285534285E-09  0.5955974020351445E-05
  0.9848033126236990E-06  0.8174224618996796E-03  0.2664418186412012E-03  0.4009596887015845E-08  0.1200341674557569E-03  0.1889487294614702E-08  0.5679160023371736E-14  0.5592070117421414E-04  0.8591449556863429E-09  0.2515003807009155E-14  0.2182593513346109E-04  0.3072053820904518E-09  0.6011398834243078E-05
  0.9939681529197325E-06  0.8250291882640667E-03  0.2689212587097521E-03  0.4084571836126931E-08  0.1211511750106213E-03  0.1924818580463980E-08  0.5839194458517778E-14  0.5644108505330038E-04  0.8752099994162743E-09  0.2585874712563497E-14  0.2202904175678465E-04  0.3129497769852628E-09  0.6067339388964221E-05
  0.1003218283645413E-05  0.8327066969198723E-03  0.2714237705230583E-03  0.4160948722467560E-08  0.1222785765707753E-03  0.1960810516911678E-08  0.6003738533477323E-14  0.5696631122084551E-04  0.8915754392540338E-09  0.2658742702414196E-14  0.2223403833269429E-04  0.3188015848381232E-09  0.6123800483066755E-05
  0.1012554498536055E-05  0.8404556464377903E-03  0.2739495687446259E-03  0.4238753760220270E-08  0.1234164688438427E-03  0.1997475457160931E-08  0.6172919325860181E-14  0.5749642473033937E-04  0.9082468921689385E-09  0.2733664052607555E-14  0.2244094244563591E-04  0.3247628141147685E-09  0.6180786959739167E-05
  0.1021977598713683E-05  0.8482767015145798E-03  0.2764988700347744E-03  0.4318013653726701E-08  0.1245649494370279E-03  0.2034825985398042E-08  0.6346867494195734E-14  0.5803147105436208E-04  0.9252300801577521E-09  0.2810696624992417E-14  0.2264977184362708E-04  0.3308355108357103E-09  0.6238303707221582E-05
