        2000           1
      0
      2.
    -0.9179555628563217E+00
     0.3823541230167209E+00
  0.2269996488124243E-04  0.1078947488301634E-03
  0.2291121676290791E-04  0.1088987999116152E-03
  0.2312443461050068E-04  0.1099121940978700E-03
  0.2333963671982003E-04  0.1109350183222474E-03
  0.2355684155693081E-04  0.1119673603267908E-03
  0.2377606775974795E-04  0.1130093086697879E-03
  0.2399733413963575E-04  0.1140609527333608E-03
  0.2422065968302205E-04  0.1151223827311276E-03
  0.2444606355302740E-04  0.1161936897159342E-03
  0.2467356509110944E-04  0.1172749655876584E-03
  0.2490318381872252E-04  0.1183663031010865E-03
  0.2513493943899283E-04  0.1194677958738628E-03
  0.2536885183840904E-04  0.1205795383945134E-03
  0.2560494108852877E-04  0.1217016260305445E-03
  0.2584322744770085E-04  0.1228341550366153E-03
  0.2608373136280369E-04  0.1239772225627875E-03
  0.2632647347099975E-04  0.1251309266628515E-03
  0.2657147460150637E-04  0.1262953663027295E-03
  0.2681875577738313E-04  0.1274706413689569E-03
  0.2706833821733574E-04  0.1286568526772424E-03
  0.2732024333753683E-04  0.1298541019811080E-03
  0.2757449275346357E-04  0.1310624919806086E-03
  0.2783110828175251E-04  0.1322821263311332E-03
  0.2809011194207157E-04  0.1335131096522878E-03
  0.2835152595900955E-04  0.1347555475368602E-03
  0.2861537276398314E-04  0.1360095465598690E-03
  0.2888167499716173E-04  0.1372752142876958E-03
  0.2915045550941014E-04  0.1385526592873031E-03
  0.2942173736424937E-04  0.1398419911355369E-03
  0.2969554383983565E-04  0.1411433204285164E-03
  0.2997189843095789E-04  0.1424567587911107E-03
  0.3025082485105374E-04  0.1437824188865036E-03
  0.3053234703424437E-04  0.1451204144258468E-03
  0.3081648913738821E-04  0.1464708601780034E-03
  0.3110327554215382E-04  0.1478338719793819E-03
  0.3139273085711201E-04  0.1492095667438604E-03
  0.3168487991984747E-04  0.1505980624728048E-03
  0.3197974779909003E-04  0.1519994782651783E-03
  0.3227735979686575E-04  0.1534139343277463E-03
  0.3257774145066805E-04  0.1548415519853744E-03
  0.3288091853564901E-04  0.1562824536914242E-03
  0.3318691706683109E-04  0.1577367630382430E-03
  0.3349576330133948E-04  0.1592046047677538E-03
  0.3380748374065508E-04  0.1606861047821409E-03
  0.3412210513288860E-04  0.1621813901546371E-03
  0.3443965447507575E-04  0.1636905891404091E-03
  0.3476015901549381E-04  0.1652138311875454E-03
  0.3508364625599973E-04  0.1667512469481457E-03
  0.3541014395439002E-04  0.1683029682895128E-03
  0.3573968012678259E-04  0.1698691283054495E-03
  0.3607228305002077E-04  0.1714498613276595E-03
  0.3640798126409966E-04  0.1730453029372543E-03
  0.3674680357461513E-04  0.1746555899763674E-03
  0.3708877905523554E-04  0.1762808605598758E-03
  0.3743393705019650E-04  0.1779212540872307E-03
  0.3778230717681884E-04  0.1795769112543977E-03
  0.3813391932805003E-04  0.1812479740659082E-03
