        2000          12
      0    0    1    0    1    2    0    1    2    0    1    0
      2.   2.   6.   2.   6.  10.   2.   6.  10.   2.   6.   1.
    -0.1272768831097963E+04 -0.1981437815757452E+03 -0.1863161764786912E+03 -0.4269303380423903E+02 -0.3759593550357420E+02 -0.2822622305057632E+02 -0.8695490489327350E+01 -0.6768534168936506E+01 -0.3379541922855965E+01 -0.1231607281636695E+01 -0.6834749245499850E+00 -0.1236683334337648E+00
     0.6988761323399260E+00  0.4378505348369764E+01  0.5511821068903998E+01  0.1167496761584739E+02  0.1363535796238123E+02  0.1655213260082085E+02  0.2179548086998692E+02  0.2438007254447676E+02  0.2974636758255102E+02  0.3461271818703068E+02  0.3771128198391759E+02  0.4643659325118429E+02
  0.8254532684088155E-06  0.6667899550929433E-03  0.2170791248929556E-03  0.2686523705886110E-08  0.9744224074434260E-04  0.1260344884248698E-08  0.3098098052016086E-14  0.4492596903716641E-04  0.5658574481630176E-09  0.1341440747482191E-14  0.1670131126776603E-04  0.1893456031718989E-09  0.3780480270234179E-05
  0.8331351550148330E-06  0.6729949945655623E-03  0.2190992281169090E-03  0.2736758799736707E-08  0.9834902247547484E-04  0.1283911973347653E-08  0.3185400208820259E-14  0.4534404283826657E-04  0.5764383717378063E-09  0.1379241575123461E-14  0.1685673096899214E-04  0.1928861615985601E-09  0.3815660808137498E-05
  0.8408885312909337E-06  0.6792577744610897E-03  0.2211381292251969E-03  0.2787933230144764E-08  0.9926424218041588E-04  0.1307919739006475E-08  0.3275162472811473E-14  0.4576600698658321E-04  0.5872171460094516E-09  0.1418107600821236E-14  0.1701359691392080E-04  0.1964929242603266E-09  0.3851168715293195E-05
  0.8487140625389102E-06  0.6855788320277679E-03  0.2231960031235396E-03  0.2840064561433182E-08  0.1001879783706546E-03  0.1332376421280691E-08  0.3367454167743542E-14  0.4619189768001873E-04  0.5981974705183344E-09  0.1458068840961883E-14  0.1717192255918854E-04  0.2001671290868344E-09  0.3887007037722508E-05
  0.8566124202520295E-06  0.6919587095117544E-03  0.2252730263447715E-03  0.2893170686349589E-08  0.1011203102880571E-03  0.1357290414301677E-08  0.3462346570849308E-14  0.4662175145321752E-04  0.6093831139803196E-09  0.1499156157765673E-14  0.1733172148661630E-04  0.2039100371550222E-09  0.3923178849783213E-05
  0.8645842821726527E-06  0.6983979542035987E-03  0.2273693770639714E-03  0.2947269832207230E-08  0.1020613179116581E-03  0.1382670269157574E-08  0.3559912967887635E-14  0.4705560518069746E-04  0.6207779155801999E-09  0.1541401283121494E-14  0.1749300740437364E-04  0.2077229331219408E-09  0.3959687254433141E-05
  0.8726303323503909E-06  0.7048971184851537E-03  0.2294852351137348E-03  0.3002380567140684E-08  0.1030110819645168E-03  0.1408524696828065E-08  0.3660228709741565E-14  0.4749349608001046E-04  0.6323857862893270E-09  0.1584836843093199E-14  0.1765579414815365E-04  0.2116071256656534E-09  0.3996535383496124E-05
  0.8807512612008017E-06  0.7114567598769169E-03  0.2316207819995867E-03  0.3058521806478540E-08  0.1039696839206354E-03  0.1434862571174030E-08  0.3763371270611329E-14  0.4793546171493240E-04  0.6442107102078748E-09  0.1629496383116513E-14  0.1782009568235880E-04  0.2155639479343816E-09  0.4033726397930441E-05
  0.8889477655646327E-06  0.7180774410858183E-03  0.2337762009155394E-03  0.3115712819235231E-08  0.1049372060119419E-03  0.1461692931983099E-08  0.3869420307847188E-14  0.4838153999868275E-04  0.6562567459322031E-09  0.1675414393905956E-14  0.1798592610129787E-04  0.2195947580040476E-09  0.4071263488099731E-05
  0.8972205487676161E-06  0.7247597300534481E-03  0.2359516767597927E-03  0.3173973234724246E-08  0.1059137312353386E-03  0.1489024988072145E-08  0.3978457723468268E-14  0.4883176919717399E-04  0.6685280279477863E-09  0.1722626338091800E-14  0.1815329963039391E-04  0.2237009393443723E-09  0.4109149874046441E-05
  0.9055703206808190E-06  0.7315042000047337E-03  0.2381473961505819E-03  0.3233323049294991E-08  0.1068993433598151E-03  0.1516868120447790E-08  0.4090567727414935E-14  0.4928618793229135E-04  0.6810287680481848E-09  0.1771168677607607E-14  0.1832223062740346E-04  0.2278839012936878E-09  0.4147388805767802E-05
  0.9139977977815574E-06  0.7383114294970693E-03  0.2403635474421719E-03  0.3293782633195614E-08  0.1078941269336284E-03  0.1545231885525999E-08  0.4205836902583535E-14  0.4974483518520298E-04  0.6937632567805502E-09  0.1821078901849532E-14  0.1849273358364719E-04  0.2321450795426279E-09  0.4185983563494385E-05
  0.9225037032148742E-06  0.7451820024699007E-03  0.2426003207410004E-03  0.3355372737564144E-08  0.1088981672915487E-03  0.1574126018411883E-08  0.4324354271693736E-14  0.5020775029970076E-04  0.7067358649181547E-09  0.1872395556629105E-14  0.1866482312525179E-04  0.2364859366268614E-09  0.4224937457971228E-05
  0.9310887668555916E-06  0.7521165082947739E-03  0.2448579079219710E-03  0.3418114501550350E-08  0.1099115505621732E-03  0.1603560436240810E-08  0.4446211366040119E-14  0.5067497298557241E-04  0.7199510449604556E-09  0.1925158273941877E-14  0.1883851401440355E-04  0.2409079624290401E-09  0.4264253830741590E-05
  0.9397537253709401E-06  0.7591155418258439E-03  0.2471365026448971E-03  0.3482029459570754E-08  0.1109343636753077E-03  0.1633545241581998E-08  0.4571502296181071E-14  0.5114654332200468E-04  0.7334133326612044E-09  0.1979407802574903E-14  0.1901382115061356E-04  0.2454126746901300E-09  0.4303936054433329E-05
  0.9484993222837706E-06  0.7661797034508580E-03  0.2494363003711003E-03  0.3547139548699301E-08  0.1119666943694168E-03  0.1664090725905742E-08  0.4700323824619649E-14  0.5162250176101823E-04  0.7471273485851305E-09  0.2035186039576706E-14  0.1919075957199459E-04  0.2500016195303040E-09  0.4343987533047944E-05
  0.9573263080363545E-06  0.7733095991426083E-03  0.2517574983801607E-03  0.3613467116196202E-08  0.1130086311991431E-03  0.1695207373115467E-08  0.4832775440532450E-14  0.5210288913093458E-04  0.7610977996937274E-09  0.2092536062614032E-14  0.1936934445654994E-04  0.2546763719795737E-09  0.4384411702252321E-05
  0.9662354400547772E-06  0.7805058405108656E-03  0.2541002957868242E-03  0.3681034927177566E-08  0.1140602635428964E-03  0.1726905863145824E-08  0.4968959436604282E-14  0.5258774663987501E-04  0.7753294809606912E-09  0.2151502163240365E-14  0.1954959112347412E-04  0.2594385365183422E-09  0.4425212029673147E-05
  0.9752274828139321E-06  0.7877690448547932E-03  0.2564648935580674E-03  0.3749866172428405E-08  0.1151216816105138E-03  0.1759197075628058E-08  0.5108980988027919E-14  0.5307711587929213E-04  0.7898272770175618E-09  0.2212129881101912E-14  0.1973151503446586E-04  0.2642897476280648E-09  0.4466392015194110E-05
  0.9843032079031179E-06  0.7950998352158502E-03  0.2588514945303192E-03  0.3819984476361755E-08  0.1161929764509900E-03  0.1792092093623911E-08  0.5252948233729972E-14  0.5357103882753428E-04  0.8045961638301348E-09  0.2274466039107476E-14  0.1991513179505303E-04  0.2692316703522042E-09  0.4507955191255822E-05
  0.9934633940922483E-06  0.8024988404311839E-03  0.2612603034268443E-03  0.3891413905126578E-08  0.1172742399602807E-03  0.1825602207429336E-08  0.5400972359885610E-14  0.5406955785344294E-04  0.8196412104062165E-09  0.2338558779589358E-14  0.2010045715593001E-04  0.2742660008676750E-09  0.4549905123158549E-05
  0.1002708827398675E-05  0.8099666951875190E-03  0.2636915268752868E-03  0.3964178974867278E-08  0.1183655648891772E-03  0.1859738918449329E-08  0.5553167685786592E-14  0.5457271571998364E-04  0.8349675805353085E-09  0.2404457601483233E-14  0.2028750701430757E-04  0.2793944670669720E-09  0.4592245409367742E-05
  0.1012040301154637E-05  0.8175040400755488E-03  0.2661453734253779E-03  0.4038304660137646E-08  0.1194670448512551E-03  0.1894513943145216E-08  0.5709651752128981E-14  0.5508055558791053E-04  0.8505805345608215E-09  0.2472213398555707E-14  0.2047629741527513E-04  0.2846188291511834E-09  0.4634979681822409E-05
