        5000          15
      0    0    1    0    1    2    0    1    2    3    0    1    2    0    1
      2.   2.   6.   2.   6.  10.   2.   6.  10.  14.   2.   6.  10.   2.   5.
    -0.3152633218566414E+04 -0.5420101140237189E+03 -0.5220556860581904E+03 -0.1340056275841550E+03 -0.1244156101612324E+03 -0.1067439775418329E+03 -0.3244678427137271E+02 -0.2811089545400185E+02 -0.2013217767672671E+02 -0.9180076998372078E+01 -0.6431042999159754E+01 -0.4809863944305208E+01 -0.2037917669295359E+01 -0.7653775436693872E+00 -0.3798654434303506E+00
     0.7324118040443608E+00  0.4685478944011990E+01  0.5798944759228803E+01  0.1283238556494231E+02  0.1478293211512347E+02  0.1728154704063559E+02  0.2569251953289942E+02  0.2842110461011150E+02  0.3352541785058566E+02  0.4092845171094328E+02  0.4254149097746748E+02  0.4606247226014879E+02  0.5372145059171966E+02  0.6115319202728388E+02  0.6538638473235889E+02
  0.5341168207351159E-06  0.8315822353813572E-03  0.2779027202418651E-03  0.3509890973339810E-08  0.1328039379701479E-03  0.1781430890271254E-08  0.4959853719068582E-14  0.6734401665912369E-04  0.8991219970842966E-09  0.2634218869836858E-14  0.1883876604831956E-20  0.3093005863945056E-04  0.3949383532139060E-09  0.1018852164078437E-14  0.1103621163513982E-04  0.1227498262148899E-09
  0.5362237063687830E-06  0.8348623582688853E-03  0.2789988897293019E-03  0.3537635613014979E-08  0.1333277746007372E-03  0.1795512569312311E-08  0.5018779401354710E-14  0.6760965082114927E-04  0.9062292878867478E-09  0.2665514781568892E-14  0.1913777529668758E-20  0.3105206027546287E-04  0.3980602229206101E-09  0.1030956666008814E-14  0.1107974326534329E-04  0.1237201269234560E-09
  0.5383389028567446E-06  0.8381554187990500E-03  0.2800993827892274E-03  0.3565599564519535E-08  0.1338536773768178E-03  0.1809705559180519E-08  0.5078405150678782E-14  0.6787633271216917E-04  0.9133927593772906E-09  0.2697182504629637E-14  0.1944153043044565E-20  0.3117454311709434E-04  0.4012067699330737E-09  0.1043204975570828E-14  0.1112344659541692E-04  0.1246980975252314E-09
  0.5404624429821275E-06  0.8414614679965387E-03  0.2812042164733520E-03  0.3593784561423062E-08  0.1343816544470478E-03  0.1824010739742067E-08  0.5138739284173841E-14  0.6814406646431517E-04  0.9206128556410985E-09  0.2729226456316464E-14  0.1975010677626361E-20  0.3129750906216874E-04  0.4043781893152231E-09  0.1055598801268295E-14  0.1116732230252676E-04  0.1256837986475594E-09
  0.5425943596573755E-06  0.8447805570872378E-03  0.2823134079006237E-03  0.3622192350998115E-08  0.1349117139922169E-03  0.1838428997818037E-08  0.5199790217784167E-14  0.6841285622601276E-04  0.9278900242736102E-09  0.2761651106406204E-14  0.2006358085639566E-20  0.3142096001599333E-04  0.4075746776728658E-09  0.1068139871902812E-14  0.1121137106650903E-04  0.1266772913970112E-09
  0.5447346859247593E-06  0.8481127374990255E-03  0.2834269742574933E-03  0.3650824694328539E-08  0.1354438642253730E-03  0.1852961227239372E-08  0.5261566467439200E-14  0.6868270616204524E-04  0.9352247164082758E-09  0.2794460977778619E-14  0.2038203040765659E-20  0.3154489789138828E-04  0.4107964331658750E-09  0.1080829936814912E-14  0.1125559356988064E-04  0.1276786373631738E-09
  0.5468834549568888E-06  0.8514580608625686E-03  0.2845449327981805E-03  0.3679683366418634E-08  0.1359781133919493E-03  0.1867608328902286E-08  0.5324076650241390E-14  0.6895362045361844E-04  0.9426173867445219E-09  0.2827660647047291E-14  0.2070553440069922E-20  0.3166932460871635E-04  0.4140436555204763E-09  0.1093670766128066E-14  0.1129999049784977E-04  0.1286878986224681E-09
  0.5490407000572267E-06  0.8548165790121207E-03  0.2856673008449410E-03  0.3708770156303189E-08  0.1365144697698918E-03  0.1882371210824112E-08  0.5387329485668189E-14  0.6922560329842520E-04  0.9500684935759362E-09  0.2861254745197999E-14  0.2103417305959789E-20  0.3179424209591250E-04  0.4173165460416271E-09  0.1106664150995595E-14  0.1134456253832651E-04  0.1297051377419971E-09
  0.5512064546606054E-06  0.8581883439863264E-03  0.2867940957883346E-03  0.3738086867158384E-08  0.1370529416697882E-03  0.1897250788199585E-08  0.5451333796788294E-14  0.6949865891071057E-04  0.9575784988186821E-09  0.2895247958234676E-14  0.2136802788174262E-20  0.3191965228851390E-04  0.4206153076254962E-09  0.1119811903850517E-14  0.1138931038193345E-04  0.1307304177834239E-09
  0.5533807523337449E-06  0.8615734080290251E-03  0.2879253350874946E-03  0.3767635316413568E-08  0.1375935374349954E-03  0.1912247983457582E-08  0.5516098511492357E-14  0.6977279152133689E-04  0.9651478680401276E-09  0.2929645027833058E-14  0.2170718165804919E-20  0.3204555712968977E-04  0.4239401447720408E-09  0.1133115858658353E-14  0.1143423472201640E-04  0.1317638023068814E-09
  0.5555636267757727E-06  0.8649718235900610E-03  0.2890610362703979E-03  0.3797417335863917E-08  0.1381362654417697E-03  0.1927363726318296E-08  0.5581632663738310E-14  0.7004800537784940E-04  0.9727770704877084E-09  0.2964450752002079E-14  0.2205171849348987E-20  0.3217195857027152E-04  0.4272912635976831E-09  0.1146577871172944E-14  0.1147933625465515E-04  0.1328053553749121E-09
  0.5577551118187468E-06  0.8683836433260947E-03  0.2902012169341367E-03  0.3827434771783992E-08  0.1386811340993958E-03  0.1942598953850869E-08  0.5647945394811484E-14  0.7032430474454195E-04  0.9804665791180150E-09  0.2999669985753132E-14  0.2240172382795011E-20  0.3229885856878294E-04  0.4306688718480883E-09  0.1160199819195303E-14  0.1152461567867420E-04  0.1338551415564394E-09
  0.5599552414281793E-06  0.8718089201014183E-03  0.2913458947451905E-03  0.3857689485042185E-08  0.1392281518503173E-03  0.1957954610531488E-08  0.5715045954599702E-14  0.7060169390252296E-04  0.9882168706261121E-09  0.3035307641777282E-14  0.2275728445741617E-20  0.3242625909147050E-04  0.4340731789110416E-09  0.1173983602835546E-14  0.1157007369565361E-04  0.1349132259307700E-09
  0.5621640497035635E-06  0.8752477069887746E-03  0.2924950874396995E-03  0.3888183351216073E-08  0.1397773271702674E-03  0.1973431648301924E-08  0.5782943702883526E-14  0.7088017714978186E-04  0.9960284254750879E-09  0.3071368691130522E-14  0.2311848855549914E-20  0.3255416211233383E-04  0.4375043958294290E-09  0.1187931144777934E-14  0.1161571100993985E-04  0.1359796740916287E-09
  0.5643815708789019E-06  0.8787000572701774E-03  0.2936488128237402E-03  0.3918918260708684E-08  0.1403286685684000E-03  0.1989031026628547E-08  0.5851648110641812E-14  0.7115975880125547E-04  0.1003901727925839E-08  0.3107858163927175E-14  0.2348542569530051E-20  0.3268256961315627E-04  0.4409627353143187E-09  0.1202044390549059E-14  0.1166152832865670E-04  0.1370545521512236E-09
  0.5666078393232370E-06  0.8821660244377375E-03  0.2948070887735995E-03  0.3949896118865686E-08  0.1408821845874215E-03  0.2004753712561803E-08  0.5921168761372793E-14  0.7144044318889485E-04  0.1011837266067087E-08  0.3144781150041523E-14  0.2385818687162480E-20  0.3281148358353551E-04  0.4444484117581480E-09  0.1216325308789222E-14  0.1170752636171622E-04  0.1381379267443453E-09
