        2000           8
      0    0    1    0    1    2    1    0
      2.   2.   6.   2.   6.  10.   5.   2.
    -0.4900603401987451E+03 -0.6519995981685001E+02 -0.5855422390245096E+02 -0.9871893631139352E+01 -0.7478209401715102E+01 -0.3220174820363916E+01 -0.4570857794689900E+00 -0.9926802668502803E+00
     0.6534223662393259E+00  0.3929076897207658E+01  0.5085362102946064E+01  0.1084367162755755E+02  0.1293902571300762E+02  0.1702360460920722E+02  0.2410791317013918E+02  0.2119785506335426E+02
  0.1297140850356710E-05  0.5293992416479929E-03  0.1661317545406631E-03  0.1988623511286054E-08  0.6602309031684526E-04  0.7974815534554612E-09  0.1508954618326128E-14  0.2063198180944069E-09  0.2023382249361297E-04
  0.1309212386451880E-05  0.5343257453634890E-03  0.1676777497768300E-03  0.2025808624711506E-08  0.6663749051615031E-04  0.8123935978173785E-09  0.1551475865390713E-14  0.2101777760206173E-09  0.2042211517293177E-04
  0.1321396263457181E-05  0.5392980922052465E-03  0.1692381311291557E-03  0.2063689055568596E-08  0.6725760795987306E-04  0.8275844796879301E-09  0.1595195328276492E-14  0.2141078731753899E-09  0.2061215999242062E-04
  0.1333693526846859E-05  0.5443167087226002E-03  0.1708130324538750E-03  0.2102277805352677E-08  0.6788349584435918E-04  0.8430594129513197E-09  0.1640146771698694E-14  0.2181114584647098E-09  0.2080397325494283E-04
  0.1346105231824618E-05  0.5493820254329901E-03  0.1724025888524604E-03  0.2141588118666259E-08  0.6851520786082955E-04  0.8588237089830388E-09  0.1686364911830881E-14  0.2221899060169449E-09  0.2099757141502404E-04
  0.1358632443414169E-05  0.5544944768588626E-03  0.1740069366832032E-03  0.2181633487764626E-08  0.6915279819998231E-04  0.8748827784727651E-09  0.1733885443116044E-14  0.2263446156544547E-09  0.2119297108026263E-04
  0.1371276236550614E-05  0.5596545015649125E-03  0.1756262135728998E-03  0.2222427657186456E-08  0.6979632155663751E-04  0.8912421332813368E-09  0.1782745065833210E-14  0.2305770133740169E-09  0.2139018901275308E-04
  0.1384037696172688E-05  0.5648625421956743E-03  0.1772605584286490E-03  0.2263984628471017E-08  0.7044583313442512E-04  0.9079073883324543E-09  0.1832981514440839E-14  0.2348885518362372E-09  0.2158924213052280E-04
  0.1396917917315851E-05  0.5701190455134597E-03  0.1789101114497565E-03  0.2306318664963559E-08  0.7110138865051644E-04  0.9248842635397470E-09  0.1884633586718906E-14  0.2392807108641089E-09  0.2179014750898206E-04
  0.1409918005206254E-05  0.5754244624366500E-03  0.1805750141397521E-03  0.2349444296710562E-08  0.7176304434039962E-04  0.9421785857698749E-09  0.1937741173732167E-14  0.2437549979508953E-09  0.2199292238238749E-04
  0.1423039075355573E-05  0.5807792480783428E-03  0.1822554093185169E-03  0.2393376325446506E-08  0.7243085696269941E-04  0.9597962908423329E-09  0.1992345290637759E-14  0.2483129487775069E-09  0.2219758414531930E-04
  0.1436282253656733E-05  0.5861838617853585E-03  0.1839514411345250E-03  0.2438129829673888E-08  0.7310488380404180E-04  0.9777434255666465E-09  0.2048488108360915E-14  0.2529561277395541E-09  0.2240415035417202E-04
  0.1449648676480517E-05  0.5916387671776086E-03  0.1856632550771964E-03  0.2483720169838208E-08  0.7378518268396378E-04  0.9960261498176585E-09  0.2106212986163262E-14  0.2576861284842523E-09  0.2261263872865917E-04
  0.1463139490773072E-05  0.5971444321878309E-03  0.1873909979893675E-03  0.2530162993599728E-08  0.7447181195986890E-04  0.1014650738649618E-08  0.2165564505128861E-14  0.2625045744573670E-09  0.2282306715333203E-04
  0.1476755854154334E-05  0.6027013291016926E-03  0.1891348180798752E-03  0.2577474241203797E-08  0.7516483053202843E-04  0.1033623584449794E-08  0.2226588502593826E-14  0.2674131194603850E-09  0.2303545367911232E-04
  0.1490498935017354E-05  0.6083099345982673E-03  0.1908948649362595E-03  0.2625670150951576E-08  0.7586429784862965E-04  0.1052951199132363E-08  0.2289332107546138E-14  0.2724134482181032E-09  0.2324981652483926E-04
  0.1504369912628557E-05  0.6139707297908867E-03  0.1926712895375831E-03  0.2674767264773062E-08  0.7657027391087043E-04  0.1072640216373311E-08  0.2353843777022986E-14  0.2775072769568299E-09  0.2346617407883098E-04
  0.1518369977228935E-05  0.6196842002683724E-03  0.1944642442673705E-03  0.2724782433904306E-08  0.7728281927810152E-04  0.1092697393887118E-08  0.2420173333533719E-14  0.2826963539933966E-09  0.2368454490046035E-04
  0.1532500330136179E-05  0.6254508361366519E-03  0.1962738829266671E-03  0.2775732824670784E-08  0.7800199507301639E-04  0.1113129615746024E-08  0.2488372003537352E-14  0.2879824603351829E-09  0.2390494772174561E-04
  0.1546762183847757E-05  0.6312711320607589E-03  0.1981003607472204E-03  0.2827635924378895E-08  0.7872786298688948E-04  0.1133943894742641E-08  0.2558492457004296E-14  0.2933674102913600E-09  0.2412740144895559E-04
  0.1561156762144962E-05  0.6371455873072259E-03  0.1999438344047824E-03  0.2880509547317625E-08  0.7946048528486298E-04  0.1155147374796756E-08  0.2630588848092910E-14  0.2988530520955634E-09  0.2435192516423003E-04
  0.1575685300197918E-05  0.6430747057868702E-03  0.2018044620325367E-03  0.2934371840872409E-08  0.8019992481128274E-04  0.1176747333407123E-08  0.2704716856972248E-14  0.3044412685402073E-09  0.2457853812721478E-04
  0.1590349044671572E-05  0.6490589960979759E-03  0.2036824032346494E-03  0.2989241291753319E-08  0.8094624499508389E-04  0.1198751184149103E-08  0.2780933732823321E-14  0.3101339776226585E-09  0.2480725977671237E-04
