        2000          11
      0    0    1    0    1    2    0    1    2    0    1
      2.   2.   6.   2.   6.  10.   2.   6.  10.   2.   5.
    -0.1177186296709125E+04 -0.1809492227355354E+03 -0.1696603486638425E+03 -0.3793446663313455E+02 -0.3312231042574724E+02 -0.2428569231242572E+02 -0.7244360471431085E+01 -0.5473357625495462E+01 -0.2401205356689253E+01 -0.8211165947807387E+00 -0.4031805372747940E+00
     0.6951454200767131E+00  0.4342767260114805E+01  0.5477544576013166E+01  0.1160294039860897E+02  0.1356907095378649E+02  0.1653712724794140E+02  0.2179267788466251E+02  0.2443817607004581E+02  0.2999974408781807E+02  0.3509534948459647E+02  0.3841020933261847E+02
  0.8566024483487709E-06  0.6543428631119575E-03  0.2124873141955643E-03  0.2624026899807099E-08  0.9465523646045306E-04  0.1219367692026525E-08  0.2955631043273206E-14  0.4268290572664767E-04  0.5321885000158926E-09  0.1216314733200397E-14  0.1451755330763040E-04  0.1566940891149381E-09
  0.8645742174682229E-06  0.6604320719598502E-03  0.2144646867718907E-03  0.2673093370834152E-08  0.9553608278051792E-04  0.1242168551855877E-08  0.3038918583067914E-14  0.4308010594339591E-04  0.5421398505978007E-09  0.1250589600482878E-14  0.1465265131050203E-04  0.1596240994681267E-09
  0.8726201739811576E-06  0.6665779433794488E-03  0.2164604596064491E-03  0.2723077326560615E-08  0.9642512573481474E-04  0.1265395760668314E-08  0.3124553101250565E-14  0.4348100227014569E-04  0.5522772796097613E-09  0.1285830306988849E-14  0.1478900645538553E-04  0.1626088975330002E-09
  0.8807410082950955E-06  0.6727810045900831E-03  0.2184748039052310E-03  0.2773995922709204E-08  0.9732244158927806E-04  0.1289057290613060E-08  0.3212600733700452E-14  0.4388562909751088E-04  0.5626042664666911E-09  0.1322064069256233E-14  0.1492663043941261E-04  0.1656495077656510E-09
  0.8889374172426720E-06  0.6790417877157002E-03  0.2205078924669234E-03  0.2825866635787191E-08  0.9822810731932938E-04  0.1313161262905769E-08  0.3303129479944552E-14  0.4429402113603458E-04  0.5731243556429970E-09  0.1359318870759728E-14  0.1506553506853114E-04  0.1687469737778604E-09
  0.8972101041414321E-06  0.6853608298304763E-03  0.2225598996977205E-03  0.2878707269084442E-08  0.9914220061647511E-04  0.1337715950615771E-08  0.3396209255673168E-14  0.4470621341916410E-04  0.5838411578890599E-09  0.1397623483522279E-14  0.1520573225851701E-04  0.1719023586952727E-09
  0.9055597788541793E-06  0.6917386730048485E-03  0.2246310016262717E-03  0.2932535958783605E-08  0.1000647998949654E-03  0.1362729781505442E-08  0.3491911946735395E-14  0.4512224130625381E-04  0.5947583514704635E-09  0.1437007490335541E-14  0.1534723403599546E-04  0.1751167455222655E-09
  0.9139871578498886E-06  0.6981758643519765E-03  0.2267213759187695E-03  0.2987371180184535E-08  0.1009959842985153E-03  0.1388211340922645E-08  0.3590311464656118E-14  0.4554214048559579E-04  0.6058796834303945E-09  0.1477501307606487E-14  0.1549005253947193E-04  0.1783912375136421E-09
  0.9224929642651849E-06  0.7046729560746350E-03  0.2288312018941770E-03  0.3043231754045112E-08  0.1019358337070880E-03  0.1414169374747271E-08  0.3691483803717407E-14  0.4596594697747870E-04  0.6172089708756453E-09  0.1519136208847801E-14  0.1563420002037240E-04  0.1817269585532744E-09
  0.9310779279663940E-06  0.7112305055125433E-03  0.2309606605395971E-03  0.3100136853040607E-08  0.1028844287437414E-03  0.1440612792392859E-08  0.3795507099648401E-14  0.4639369713727494E-04  0.6287501022866627E-09  0.1561944348830206E-14  0.1577968884409348E-04  0.1851250535398244E-09
  0.9397427856121707E-06  0.7178490751901320E-03  0.2331099345257844E-03  0.3158106008343822E-08  0.1038418507815376E-03  0.1467550669864348E-08  0.3902461689968997E-14  0.4682542765855665E-04  0.6405070388520901E-09  0.1605958788415375E-14  0.1592653149106215E-04  0.1885866887796784E-09
  0.9484882807167105E-06  0.7245292328647577E-03  0.2352792082228018E-03  0.3217159116328268E-08  0.1048081819505179E-03  0.1494992252872993E-08  0.4012430176033952E-14  0.4726117557624063E-04  0.6524838158282630E-09  0.1651213520088602E-14  0.1607474055780554E-04  0.1921130523872279E-09
  0.9573151637135488E-06  0.7312715515753596E-03  0.2374686677158216E-03  0.3277316445396666E-08  0.1057835051447413E-03  0.1522946960009528E-08  0.4125497486825302E-14  0.4770097826976235E-04  0.6646845439241230E-09  0.1697743494210949E-14  0.1622432875803040E-04  0.1957053546926344E-09
  0.9662241920199536E-06  0.7380766096915755E-03  0.2396785008210739E-03  0.3338598642937129E-08  0.1067679040293892E-03  0.1551424385976655E-08  0.4241750944542390E-14  0.4814487346627966E-04  0.6771134107120258E-09  0.1745584646011151E-14  0.1637530892371281E-04  0.1993648286572188E-09
  0.9752161301019191E-06  0.7449449909633077E-03  0.2419088971019437E-03  0.3401026742409404E-08  0.1077614630479355E-03  0.1580434304881972E-08  0.4361280332040123E-14  0.4859289924390607E-04  0.6897746820649289E-09  0.1794773923338113E-14  0.1652769400619788E-04  0.2030927302966170E-09
  0.9842917495397621E-06  0.7518772845707538E-03  0.2441600478852165E-03  0.3464622170563609E-08  0.1087642674293841E-03  0.1609986673592477E-08  0.4484177962167557E-14  0.4904509403497423E-04  0.7026727036204484E-09  0.1845349315195447E-14  0.1668149707730976E-04  0.2068903391118478E-09
  0.9934518290943300E-06  0.7588740851748989E-03  0.2464321462774757E-03  0.3529406754793937E-08  0.1097764031955728E-03  0.1640091635151777E-08  0.4610538749060365E-14  0.4950149662932961E-04  0.7158119022722930E-09  0.1897349881080063E-14  0.1683673133047192E-04  0.2107589585284403E-09
  0.1002697154773825E-05  0.7659359929684810E-03  0.2487253871816520E-03  0.3595402730629859E-08  0.1107979571685458E-03  0.1670759522261206E-08  0.4740460281442221E-14  0.4996214617765485E-04  0.7291967876895798E-09  0.1950815781147494E-14  0.1699341008183780E-04  0.2146999163437718E-09
  0.1012028519901250E-05  0.7730636137274254E-03  0.2510399673137266E-03  0.3662632749367390E-08  0.1118290169779940E-03  0.1702000860826021E-08  0.4874042897991738E-14  0.5042708219482499E-04  0.7428319538645609E-09  0.2005788307227243E-14  0.1715154677143202E-04  0.2187145651827699E-09
  0.1021446725182481E-05  0.7802575588627597E-03  0.2533760852195893E-03  0.3731119885843038E-08  0.1128696710687651E-03  0.1733826373567901E-08  0.5011389764833132E-14  0.5089634456329378E-04  0.7567220806892855E-09  0.2062309914712088E-14  0.1731115496430223E-04  0.2228042829621348E-09
  0.1030952578774975E-05  0.7875184454730117E-03  0.2557339412920540E-03  0.3800887646353106E-08  0.1139200087084430E-03  0.1766246983705002E-08  0.5152606955210504E-14  0.5136997353651167E-04  0.7708719355617440E-09  0.2120424255346007E-14  0.1747224835168152E-04  0.2269704733632417E-09
  0.1040546896357116E-05  0.7948468963970915E-03  0.2581137377880310E-03  0.3871959976721058E-08  0.1149801199949978E-03  0.1799273818700798E-08  0.5297803531407196E-14  0.5184800974237527E-04  0.7852863750220385E-09  0.2180176210936007E-14  0.1763484075216180E-04  0.2312145663138841E-09
  0.1050230501198208E-05  0.8022435402676668E-03  0.2605156788458608E-03  0.3944361270515737E-08  0.1160500958645069E-03  0.1832918214083036E-08  0.5447091628973568E-14  0.5233049418670907E-04  0.7999703464191498E-09  0.2241611928013916E-14  0.1779894611287793E-04  0.2355380184790254E-09
  0.1060004224229116E-05  0.8097090115650329E-03  0.2629399705028062E-03  0.4018116377423215E-08  0.1171300280989473E-03  0.1867191717334079E-08  0.5600586543328173E-14  0.5281746825677939E-04  0.8149288896088634E-09  0.2304778853474902E-14  0.1796457851070296E-04  0.2399423137607263E-09
  0.1069868904113568E-05  0.8172439506714859E-03  0.2653868207127101E-03  0.4093250611775197E-08  0.1182200093340616E-03  0.1902106091854000E-08  0.5758406818799269E-14  0.5330897372484111E-04  0.8301671386834474E-09  0.2369725771220231E-14  0.1813175215345443E-04  0.2444289638074180E-09
  0.1079825387320118E-05  0.8248490039261956E-03  0.2678564393638140E-03  0.4169789761236868E-08  0.1193201330672955E-03  0.1937673320997760E-08  0.5920674340175370E-14  0.5380505275171710E-04  0.8456903237336641E-09  0.2436502839832570E-14  0.1830048138111186E-04  0.2489995085326990E-09
  0.1089874528194782E-05  0.8325248236805946E-03  0.2703490382967448E-03  0.4247760095657184E-08  0.1204304936658101E-03  0.1973905612187887E-08  0.6087514426835594E-14  0.5430574789041118E-04  0.8615037726437322E-09  0.2505161631312939E-14  0.1847078066704556E-04  0.2536555166438309E-09
  0.1100017189034345E-05  0.8402720683542764E-03  0.2728648313226673E-03  0.4327188376084639E-08  0.1215511863745681E-03  0.2010815401104032E-08  0.6259055929532469E-14  0.5481110208975444E-04  0.8776129129198454E-09  0.2575755170909209E-14  0.1864266461925692E-04  0.2583985861801156E-09
  0.1110254240160354E-05  0.8480914024914166E-03  0.2754040342416053E-03  0.4408101863951587E-08  0.1226823073244954E-03  0.2048415355950873E-08  0.6435431329901946E-14  0.5532115869808558E-04  0.8940232735528808E-09  0.2648337978066915E-14  0.1881614798163008E-04  0.2632303450613396E-09
  0.1120586559993798E-05  0.8559834968177156E-03  0.2779668648609336E-03  0.4490528330430304E-08  0.1238239535407185E-03  0.2086718381805808E-08  0.6616776842777477E-14  0.5583596146696531E-04  0.9107404869159337E-09  0.2722966108534011E-14  0.1899124563519536E-04  0.2681524516464712E-09
