        5000          14
      0    0    1    0    1    2    0    1    2    3    0    1    2    0
      2.   2.   6.   2.   6.  10.   2.   6.  10.  14.   2.   6.   9.   2.
    -0.2707003466299675E+04 -0.4573565345415880E+03 -0.4390793901365871E+03 -0.1094341808260005E+03 -0.1007954360277408E+03 -0.8489128489973267E+02 -0.2452766374263686E+02 -0.2074319533671677E+02 -0.1382650669589009E+02 -0.4499825062266519E+01 -0.3969732869600008E+01 -0.2679551199482804E+01 -0.6608428804630511E+00 -0.2565769475511487E+00
     0.7266933256676822E+00  0.4627353973563217E+01  0.5742734514460977E+01  0.1259551838429574E+02  0.1454494034550095E+02  0.1710013055611264E+02  0.2528942011694111E+02  0.2804738291798983E+02  0.3335537749260511E+02  0.4180251295017736E+02  0.4275572397758867E+02  0.4655715709984440E+02  0.5583826932536667E+02  0.6305857768972784E+02
  0.5746826552213272E-06  0.8013317646485544E-03  0.2668219359912767E-03  0.3360551024769729E-08  0.1264898631710699E-03  0.1688600066600172E-08  0.4627916849824687E-14  0.6281845898635327E-04  0.8313712120442692E-09  0.2365109410035286E-14  0.1540292642240771E-20  0.2661435952711987E-04  0.3290802053499057E-09  0.7369682127072322E-15  0.6867910116961922E-05
  0.5769495574853993E-06  0.8044925664909879E-03  0.2678743980346799E-03  0.3387115176762058E-08  0.1269887943378726E-03  0.1701947945710415E-08  0.4682898946754497E-14  0.6306624237588744E-04  0.8379429531294087E-09  0.2393208159224526E-14  0.1564740193510130E-20  0.2671933816429584E-04  0.3316814860708053E-09  0.7457237843866775E-15  0.6895000148701762E-05
  0.5792254018078897E-06  0.8076658353433735E-03  0.2689310112572471E-03  0.3413889309234863E-08  0.1274896934166551E-03  0.1715401335211864E-08  0.4738534258925001E-14  0.6331500308640902E-04  0.8445666415664138E-09  0.2421640735827412E-14  0.1589575777383392E-20  0.2682473086403483E-04  0.3343033290206724E-09  0.7545833767052286E-15  0.6922197030447242E-05
  0.5815102234617828E-06  0.8108516203742732E-03  0.2699917920307875E-03  0.3440875081997258E-08  0.1279925681686529E-03  0.1728961069120656E-08  0.4794830546847362E-14  0.6356474497236815E-04  0.8512426879776803E-09  0.2450411105874138E-14  0.1614805552711847E-20  0.2693053925935557E-04  0.3369458967354486E-09  0.7635482254780970E-15  0.6949501183603429E-05
  0.5838040578592014E-06  0.8140499709461290E-03  0.2710567567916674E-03  0.3468074167978297E-08  0.1284974263857055E-03  0.1742627988045396E-08  0.4851795663231067E-14  0.6381547190341359E-04  0.8579715062313641E-09  0.2479523282513106E-14  0.1640435776100054E-20  0.2703676498971604E-04  0.3396093530358379E-09  0.7726195812025286E-15  0.6976913031237052E-05
  0.5861069405519563E-06  0.8172609366160271E-03  0.2721259220410640E-03  0.3495488253330673E-08  0.1290042758903769E-03  0.1756402939239265E-08  0.4909437554079275E-14  0.6406718776445287E-04  0.8647535134670343E-09  0.2508981326570699E-14  0.1666472803457376E-20  0.2714340970103892E-04  0.3422938630374632E-09  0.7817987092322322E-15  0.7004432998083070E-05
  0.5884189072320955E-06  0.8204845671364650E-03  0.2731993043452213E-03  0.3523119037535243E-08  0.1295131245360766E-03  0.1770286776652545E-08  0.4967764259797189E-14  0.6431989645571223E-04  0.8715891301215334E-09  0.2538789347117719E-14  0.1692923091574143E-20  0.2725047504573696E-04  0.3449995931611002E-09  0.7910868899538787E-15  0.7032061510551232E-05
  0.5907399937324591E-06  0.8237209124561220E-03  0.2742769203357069E-03  0.3550968233506380E-08  0.1300239802071816E-03  0.1784280360985549E-08  0.5026783916313588E-14  0.6457360189279712E-04  0.8784787799550384E-09  0.2568951502042552E-14  0.1719793199722829E-20  0.2735796268273866E-04  0.3477267111429951E-09  0.8004854189657007E-15  0.7059798996732688E-05
  0.5930702360272336E-06  0.8269700227206321E-03  0.2753587867096687E-03  0.3579037567698153E-08  0.1305368508191576E-03  0.1798384559741980E-08  0.5086504756215680E-14  0.6482830800675280E-04  0.8854228900773305E-09  0.2599471998631134E-14  0.1747089791284648E-20  0.2746587427751391E-04  0.3504753860452618E-09  0.8099956072582101E-15  0.7087645886406609E-05
  0.5954096702325103E-06  0.8302319482733605E-03  0.2764449202300938E-03  0.3607328780211356E-08  0.1310517443186827E-03  0.1812600247282707E-08  0.5146935109897454E-14  0.6508401874412521E-04  0.8924218909742711E-09  0.2630355094153819E-14  0.1774819635401955E-20  0.2757421150209977E-04  0.3532457882663621E-09  0.8196187813970668E-15  0.7115602611046859E-05
  0.5977583326068441E-06  0.8335067396561832E-03  0.2775353377260683E-03  0.3635843624901364E-08  0.1315686686837693E-03  0.1826928304879963E-08  0.5208083406721644E-14  0.6534073806702200E-04  0.8994762165344880E-09  0.2661605096459209E-14  0.1802989608656892E-20  0.2768297603512636E-04  0.3560380895516684E-09  0.8293562837081144E-15  0.7143669603828645E-05
  0.6001162595518161E-06  0.8367944476102692E-03  0.2786300560930372E-03  0.3664583869486866E-08  0.1320876319238884E-03  0.1841369620771977E-08  0.5269958176195536E-14  0.6559846995317393E-04  0.9065863040762703E-09  0.2693226364575046E-14  0.1831606696776658E-20  0.2779216956184289E-04  0.3588524630041110E-09  0.8392094724646200E-15  0.7171847299635243E-05
  0.6024834876125980E-06  0.8400951230768667E-03  0.2797290922930662E-03  0.3693551295659439E-08  0.1326086420800932E-03  0.1855925090218038E-08  0.5332568049160712E-14  0.6585721839599649E-04  0.9137525943746806E-09  0.2725223309316241E-14  0.1860677996365860E-20  0.2790179377414369E-04  0.3616890830949072E-09  0.8491797220767339E-15  0.7200136135064738E-05
  0.6048600534785177E-06  0.8434088171980901E-03  0.2808324633551051E-03  0.3722747699193992E-08  0.1331317072251440E-03  0.1870595615553984E-08  0.5395921758996944E-14  0.6611698740465166E-04  0.9209755316888745E-09  0.2757600393900121E-14  0.1890210716666353E-20  0.2801185037059442E-04  0.3645481256743783E-09  0.8592684232832034E-15  0.7228536548436756E-05
  0.6072459939836286E-06  0.8467355813177135E-03  0.2819401863752499E-03  0.3752174890060090E-08  0.1336568354636323E-03  0.1885382106248145E-08  0.5460028142840392E-14  0.6637778100410989E-04  0.9282555637896434E-09  0.2790362134568998E-14  0.1920212181345012E-20  0.2812234105645837E-04  0.3674297679828493E-09  0.8694769833453628E-15  0.7257048979799274E-05
  0.6096413461072803E-06  0.8500754669819650E-03  0.2830522785170089E-03  0.3781834692534155E-08  0.1341840349321075E-03  0.1900285478957718E-08  0.5524896142816264E-14  0.6663960323521265E-04  0.9355931419871699E-09  0.2823513101220121E-14  0.1950689830309882E-20  0.2823326754372290E-04  0.3703341886616362E-09  0.8798068262434273E-15  0.7285673870935433E-05
  0.6120461469746919E-06  0.8534285259403236E-03  0.2841687570115675E-03  0.3811728945312537E-08  0.1347133137992018E-03  0.1915306657585589E-08  0.5590534807286129E-14  0.6690245815473470E-04  0.9429887211590045E-09  0.2857057918043116E-14  0.1981651221555148E-20  0.2834463155112583E-04  0.3732615677641203E-09  0.8902593928751204E-15  0.7314411665370348E-05
  0.6144604338575269E-06  0.8567948101463227E-03  0.2852896391580552E-03  0.3841859501625516E-08  0.1352446802657572E-03  0.1930446573337605E-08  0.5656953292110046E-14  0.6716634983544721E-04  0.9504427597782626E-09  0.2891001264165002E-14  0.2013104033035399E-20  0.2845643480418221E-04  0.3762120867669088E-09  0.9008361412566607E-15  0.7343262808378016E-05
  0.6168842441744711E-06  0.8601743717583523E-03  0.2864149423238139E-03  0.3872228229352164E-08  0.1357781425649523E-03  0.1945706164780300E-08  0.5724160861923691E-14  0.6743128236618050E-04  0.9579557199420471E-09  0.2925347874302875E-14  0.2045056064569629E-20  0.2856867903521088E-04  0.3791859285810855E-09  0.9115385467261352E-15  0.7372227746988171E-05
  0.6193176154918133E-06  0.8635672631404669E-03  0.2875446839446659E-03  0.3902837011136144E-08  0.1363137089624299E-03  0.1961086377899077E-08  0.5792166891430644E-14  0.6769725985188752E-04  0.9655280674000898E-09  0.2960102539424328E-14  0.2077515239775466E-20  0.2868136598336137E-04  0.3821832775635486E-09  0.9223681021492910E-15  0.7401306929993233E-05
  0.6217605855240260E-06  0.8669735368631960E-03  0.2886788815251841E-03  0.3933687744502408E-08  0.1368513877564248E-03  0.1976588166156847E-08  0.5860980866710050E-14  0.6796428641370738E-04  0.9731602715836269E-09  0.2995270107415737E-14  0.2110489608034093E-20  0.2879449739464081E-04  0.3852043195284385E-09  0.9333263181277696E-15  0.7430500807955232E-05
  0.6242131921343515E-06  0.8703932457043601E-03  0.2898175526389638E-03  0.3964782341974826E-08  0.1373911872778920E-03  0.1992212490553131E-08  0.5930612386539793E-14  0.6823236618902907E-04  0.9808528056344963E-09  0.3030855483758475E-14  0.2143987346486367E-20  0.2890807502194097E-04  0.3882492417586570E-09  0.9444147232098171E-15  0.7459809833212806E-05
  0.6266754733353879E-06  0.8738264426498839E-03  0.2909607149288934E-03  0.3996122731194742E-08  0.1379331158906365E-03  0.2007960319683640E-08  0.6001071163735407E-14  0.6850150333155561E-04  0.9886061464344677E-09  0.3066863632213165E-14  0.2178016762060611E-20  0.2902210062506537E-04  0.3913182330174770E-09  0.9556348641034959E-15  0.7489234459888194E-05
