376 3
 0 0 1
 2 2 5
 -2.412008e+01 -1.032964e+00 -3.635348e-01
0.000000e+00  5.139285e+01  1.215918e+01  6.714629e-13
3.278564e-09  5.139285e+01  1.215918e+01 -6.954688e-08
1.046582e-07  5.139280e+01  1.215917e+01 -2.220094e-06
7.915214e-07  5.139248e+01  1.215909e+01 -1.679033e-05
3.316517e-06  5.139131e+01  1.215881e+01 -7.035159e-05
1.004733e-05  5.138820e+01  1.215808e+01 -2.131225e-04
2.477810e-05  5.138139e+01  1.215647e+01 -5.255545e-04
5.299135e-05  5.136834e+01  1.215338e+01 -1.123827e-03
1.020609e-04  5.134566e+01  1.214801e+01 -2.164004e-03
1.813877e-04  5.130902e+01  1.213934e+01 -3.844604e-03
3.024627e-04  5.125314e+01  1.212612e+01 -6.407358e-03
4.788527e-04  5.117185e+01  1.210687e+01 -1.013595e-02
7.261078e-04  5.105811e+01  1.207993e+01 -1.535256e-02
1.061591e-03  5.090421e+01  1.204346e+01 -2.241204e-02
1.504231e-03  5.070187e+01  1.199549e+01 -3.169383e-02
2.074209e-03  5.044253e+01  1.193394e+01 -4.359136e-02
2.792580e-03  5.011761e+01  1.185675e+01 -5.849953e-02
3.680838e-03  4.971880e+01  1.176187e+01 -7.680018e-02
4.760448e-03  4.923844e+01  1.164740e+01 -9.884637e-02
6.052333e-03  4.866988e+01  1.151164e+01 -1.249460e-01
7.576358e-03  4.800778e+01  1.135316e+01 -1.553455e-01
9.350803e-03  4.724852e+01  1.117092e+01 -1.902146e-01
1.139185e-02  4.639041e+01  1.096429e+01 -2.296335e-01
1.371307e-02  4.543394e+01  1.073313e+01 -2.735825e-01
1.632504e-02  4.438189e+01  1.047781e+01 -3.219358e-01
1.923484e-02  4.323937e+01  1.019926e+01 -3.744596e-01
2.244580e-02  4.201374e+01  9.898904e+00 -4.308155e-01
2.595722e-02  4.071440e+01  9.578708e+00 -4.905680e-01
2.976415e-02  3.935253e+01  9.241067e+00 -5.531972e-01
3.385735e-02  3.794072e+01  8.888761e+00 -6.181151e-01
3.822326e-02  3.649254e+01  8.524867e+00 -6.846847e-01
4.284407e-02  3.502206e+01  8.152660e+00 -7.522413e-01
4.769797e-02  3.354344e+01  7.775513e+00 -8.201137e-01
5.275935e-02  3.207045e+01  7.396799e+00 -8.876455e-01
5.799924e-02  3.061610e+01  7.019794e+00 -9.542134e-01
6.338567e-02  2.919230e+01  6.647596e+00 -1.019244e+00
6.888423e-02  2.780963e+01  6.283056e+00 -1.082227e+00
7.445863e-02  2.647717e+01  5.928723e+00 -1.142725e+00
8.007127e-02  2.520241e+01  5.586813e+00 -1.200375e+00
8.568391e-02  2.399126e+01  5.259181e+00 -1.254897e+00
9.125831e-02  2.284805e+01  4.947322e+00 -1.306088e+00
9.675688e-02  2.177567e+01  4.652378e+00 -1.353819e+00
1.021433e-01  2.077570e+01  4.375153e+00 -1.398030e+00
1.073832e-01  1.984856e+01  4.116141e+00 -1.438720e+00
1.124446e-01  1.899366e+01  3.875557e+00 -1.475943e+00
1.172985e-01  1.820960e+01  3.653369e+00 -1.509793e+00
1.219193e-01  1.749430e+01  3.449337e+00 -1.540402e+00
1.262852e-01  1.684515e+01  3.263040e+00 -1.567925e+00
1.303784e-01  1.625916e+01  3.093915e+00 -1.592538e+00
1.341853e-01  1.573307e+01  2.941282e+00 -1.614427e+00
1.376967e-01  1.526341e+01  2.804371e+00 -1.633787e+00
1.409077e-01  1.484661e+01  2.682344e+00 -1.650811e+00
1.438175e-01  1.447905e+01  2.574317e+00 -1.665692e+00
1.464295e-01  1.415712e+01  2.479372e+00 -1.678617e+00
1.487507e-01  1.387723e+01  2.396571e+00 -1.689767e+00
1.507917e-01  1.363584e+01  2.324970e+00 -1.699315e+00
1.525662e-01  1.342950e+01  2.263624e+00 -1.707423e+00
1.540902e-01  1.325485e+01  2.211597e+00 -1.714246e+00
1.553821e-01  1.310864e+01  2.167968e+00 -1.719929e+00
1.564617e-01  1.298773e+01  2.131838e+00 -1.724608e+00
1.573500e-01  1.288911e+01  2.102335e+00 -1.728411e+00
1.580683e-01  1.280992e+01  2.078622e+00 -1.731455e+00
1.586383e-01  1.274744e+01  2.059900e+00 -1.733850e+00
1.590810e-01  1.269914e+01  2.045417e+00 -1.735699e+00
1.594164e-01  1.266266e+01  2.034472e+00 -1.737093e+00
1.596637e-01  1.263584e+01  2.026424e+00 -1.738116e+00
1.598401e-01  1.261674e+01  2.020692e+00 -1.738844e+00
1.599612e-01  1.260365e+01  2.016762e+00 -1.739343e+00
1.600405e-01  1.259508e+01  2.014189e+00 -1.739670e+00
1.600896e-01  1.258979e+01  2.012599e+00 -1.739871e+00
1.601178e-01  1.258674e+01  2.011684e+00 -1.739987e+00
1.601325e-01  1.258515e+01  2.011207e+00 -1.740048e+00
1.601392e-01  1.258443e+01  2.010989e+00 -1.740076e+00
1.601418e-01  1.258415e+01  2.010907e+00 -1.740086e+00
1.601424e-01  1.258408e+01  2.010885e+00 -1.740089e+00
1.601425e-01  1.258407e+01  2.010881e+00 -1.740089e+00
1.601426e-01  1.258407e+01  2.010881e+00 -1.740089e+00
1.601430e-01  1.258402e+01  2.010868e+00 -1.740091e+00
1.601458e-01  1.258372e+01  2.010777e+00 -1.740102e+00
1.601560e-01  1.258261e+01  2.010444e+00 -1.740145e+00
1.601834e-01  1.257966e+01  2.009557e+00 -1.740257e+00
1.602433e-01  1.257320e+01  2.007617e+00 -1.740503e+00
1.603581e-01  1.256084e+01  2.003904e+00 -1.740973e+00
1.605577e-01  1.253936e+01  1.997453e+00 -1.741790e+00
1.608803e-01  1.250473e+01  1.987045e+00 -1.743106e+00
1.613728e-01  1.245205e+01  1.971209e+00 -1.745103e+00
1.620903e-01  1.237572e+01  1.948246e+00 -1.747991e+00
1.630960e-01  1.226954e+01  1.916269e+00 -1.751993e+00
1.644606e-01  1.212696e+01  1.873275e+00 -1.757341e+00
1.662611e-01  1.194146e+01  1.817235e+00 -1.764251e+00
1.685795e-01  1.170688e+01  1.746209e+00 -1.772910e+00
1.715015e-01  1.141798e+01  1.658480e+00 -1.783445e+00
1.751145e-01  1.107087e+01  1.552703e+00 -1.795903e+00
1.795059e-01  1.066357e+01  1.428055e+00 -1.810221e+00
1.847607e-01  1.019637e+01  1.284367e+00 -1.826207e+00
1.909597e-01  9.672185e+00  1.122233e+00 -1.843525e+00
1.981774e-01  9.096615e+00  9.430747e-01 -1.861685e+00
2.064794e-01  8.477880e+00  7.491478e-01 -1.880057e+00
2.159211e-01  7.826458e+00  5.434854e-01 -1.897884e+00
2.265454e-01  7.154530e+00  3.297744e-01 -1.914322e+00
2.383811e-01  6.475251e+00  1.121751e-01 -1.928485e+00
2.514418e-01  5.801926e+00 -1.049038e-01 -1.939494e+00
2.657247e-01  5.147189e+00 -3.170517e-01 -1.946540e+00
2.812096e-01  4.522264e+00 -5.201029e-01 -1.948930e+00
2.978589e-01  3.936393e+00 -7.103566e-01 -1.946137e+00
3.156174e-01  3.396474e+00 -8.847539e-01 -1.937828e+00
3.344127e-01  2.906935e+00 -1.040996e+00 -1.923882e+00
3.541562e-01  2.469813e+00 -1.177597e+00 -1.904388e+00
3.747436e-01  2.085011e+00 -1.293880e+00 -1.879633e+00
3.960570e-01  1.750676e+00 -1.389916e+00 -1.850074e+00
4.179666e-01  1.463623e+00 -1.466424e+00 -1.816305e+00
4.403322e-01  1.219780e+00 -1.524648e+00 -1.779021e+00
4.630064e-01  1.014577e+00 -1.566218e+00 -1.738974e+00
4.858360e-01  8.432867e-01 -1.593023e+00 -1.696938e+00
5.086657e-01  7.012786e-01 -1.607076e+00 -1.653677e+00
5.313398e-01  5.842044e-01 -1.610417e+00 -1.609913e+00
5.537055e-01  4.881101e-01 -1.605024e+00 -1.566305e+00
5.756150e-01  4.094938e-01 -1.592746e+00 -1.523438e+00
5.969285e-01  3.453196e-01 -1.575265e+00 -1.481813e+00
6.175159e-01  2.930018e-01 -1.554068e+00 -1.441841e+00
6.372593e-01  2.503697e-01 -1.530436e+00 -1.403850e+00
6.560547e-01  2.156224e-01 -1.505451e+00 -1.368087e+00
6.738132e-01  1.872801e-01 -1.480002e+00 -1.334723e+00
6.904625e-01  1.641360e-01 -1.454802e+00 -1.303866e+00
7.059474e-01  1.452113e-01 -1.430407e+00 -1.275567e+00
7.202302e-01  1.297156e-01 -1.407235e+00 -1.249827e+00
7.332910e-01  1.170121e-01 -1.385583e+00 -1.226609e+00
7.451267e-01  1.065889e-01 -1.365652e+00 -1.205840e+00
7.557510e-01  9.803363e-02 -1.347557e+00 -1.187423e+00
7.651927e-01  9.101445e-02 -1.331345e+00 -1.171238e+00
7.734947e-01  8.526311e-02 -1.317008e+00 -1.157152e+00
7.807123e-01  8.056211e-02 -1.304494e+00 -1.145016e+00
7.869114e-01  7.673405e-02 -1.293716e+00 -1.134675e+00
7.921662e-01  7.363330e-02 -1.284563e+00 -1.125971e+00
7.965576e-01  7.113933e-02 -1.276905e+00 -1.118739e+00
8.001706e-01  6.915150e-02 -1.270600e+00 -1.112818e+00
8.030926e-01  6.758496e-02 -1.265498e+00 -1.108049e+00
8.054110e-01  6.636757e-02 -1.261448e+00 -1.104278e+00
8.072115e-01  6.543746e-02 -1.258303e+00 -1.101356e+00
8.085761e-01  6.474129e-02 -1.255919e+00 -1.099146e+00
8.095818e-01  6.423300e-02 -1.254162e+00 -1.097520e+00
8.102992e-01  6.387286e-02 -1.252908e+00 -1.096361e+00
8.107917e-01  6.362683e-02 -1.252048e+00 -1.095567e+00
8.111144e-01  6.346616e-02 -1.251484e+00 -1.095046e+00
8.113140e-01  6.336698e-02 -1.251135e+00 -1.094724e+00
8.114287e-01  6.331002e-02 -1.250935e+00 -1.094539e+00
8.114887e-01  6.328031e-02 -1.250830e+00 -1.094443e+00
8.115160e-01  6.326673e-02 -1.250782e+00 -1.094399e+00
8.115263e-01  6.326164e-02 -1.250764e+00 -1.094382e+00
