376 4
 0 0 0 1
 2 2 2 6
 -4.589700e+01 -2.845568e+00 -1.421296e-01 -1.661301e+00
0.000000e+00 -7.993563e+01  2.020217e+01  4.490589e+00  4.105125e-10
3.278564e-09 -7.993563e+01  2.020217e+01  4.490589e+00 -1.730250e-07
1.046582e-07 -7.993553e+01  2.020214e+01  4.490583e+00 -5.535990e-06
7.915214e-07 -7.993487e+01  2.020198e+01  4.490546e+00 -4.187075e-05
3.316517e-06 -7.993245e+01  2.020137e+01  4.490410e+00 -1.754393e-04
1.004733e-05 -7.992600e+01  2.019973e+01  4.490048e+00 -5.314699e-04
2.477810e-05 -7.991187e+01  2.019616e+01  4.489254e+00 -1.310562e-03
5.299135e-05 -7.988482e+01  2.018933e+01  4.487734e+00 -2.802343e-03
1.020609e-04 -7.983779e+01  2.017744e+01  4.485092e+00 -5.395700e-03
1.813877e-04 -7.976183e+01  2.015824e+01  4.480823e+00 -9.584944e-03
3.024627e-04 -7.964604e+01  2.012895e+01  4.474314e+00 -1.597122e-02
4.788527e-04 -7.947764e+01  2.008636e+01  4.464845e+00 -2.525858e-02
7.261078e-04 -7.924221e+01  2.002677e+01  4.451598e+00 -3.824407e-02
1.061591e-03 -7.892389e+01  1.994615e+01  4.433675e+00 -5.580158e-02
1.504231e-03 -7.850589e+01  1.984018e+01  4.410117e+00 -7.885910e-02
2.074209e-03 -7.797096e+01  1.970441e+01  4.379929e+00 -1.083695e-01
2.792580e-03 -7.730204e+01  1.953437e+01  4.342118e+00 -1.452755e-01
3.680838e-03 -7.648301e+01  1.932577e+01  4.295728e+00 -1.904696e-01
4.760448e-03 -7.549943e+01  1.907468e+01  4.239880e+00 -2.447509e-01
6.052333e-03 -7.433939e+01  1.877771e+01  4.173815e+00 -3.087804e-01
7.576358e-03 -7.299426e+01  1.843221e+01  4.096939e+00 -3.830374e-01
9.350803e-03 -7.145938e+01  1.803643e+01  4.008856e+00 -4.677808e-01
1.139185e-02 -6.973464e+01  1.758971e+01  3.909406e+00 -5.630164e-01
1.371307e-02 -6.782483e+01  1.709252e+01  3.798687e+00 -6.684753e-01
1.632504e-02 -6.573976e+01  1.654658e+01  3.677070e+00 -7.836039e-01
1.923484e-02 -6.349417e+01  1.595485e+01  3.545201e+00 -9.075681e-01
2.244580e-02 -6.110735e+01  1.532145e+01  3.403988e+00 -1.039272e+00
2.595722e-02 -5.860246e+01  1.465160e+01  3.254581e+00 -1.177390e+00
2.976415e-02 -5.600576e+01  1.395140e+01  3.098332e+00 -1.320414e+00
3.385735e-02 -5.334554e+01  1.322768e+01  2.936751e+00 -1.466705e+00
3.822326e-02 -5.065109e+01  1.248770e+01  2.771454e+00 -1.614554e+00
4.284407e-02 -4.795161e+01  1.173895e+01  2.604109e+00 -1.762246e+00
4.769797e-02 -4.527517e+01  1.098888e+01  2.436378e+00 -1.908121e+00
5.275935e-02 -4.264782e+01  1.024468e+01  2.269867e+00 -2.050625e+00
5.799924e-02 -4.009288e+01  9.513030e+00  2.106079e+00 -2.188362e+00
6.338567e-02 -3.763045e+01  8.800002e+00  1.946376e+00 -2.320124e+00
6.888423e-02 -3.527703e+01  8.110890e+00  1.791954e+00 -2.444921e+00
7.445863e-02 -3.304550e+01  7.450144e+00  1.643820e+00 -2.561988e+00
8.007127e-02 -3.094513e+01  6.821341e+00  1.502789e+00 -2.670789e+00
8.568391e-02 -2.898182e+01  6.227185e+00  1.369479e+00 -2.771009e+00
9.125831e-02 -2.715843e+01  5.669547e+00  1.244323e+00 -2.862537e+00
9.675688e-02 -2.547516e+01  5.149524e+00  1.127580e+00 -2.945441e+00
1.021433e-01 -2.392998e+01  4.667525e+00  1.019352e+00 -3.019945e+00
1.073832e-01 -2.251905e+01  4.223360e+00  9.196063e-01 -3.086398e+00
1.124446e-01 -2.123716e+01  3.816334e+00  8.281950e-01 -3.145246e+00
1.172985e-01 -2.007806e+01  3.445346e+00  7.448771e-01 -3.197005e+00
1.219193e-01 -1.903485e+01  3.108979e+00  6.693384e-01 -3.242235e+00
1.262852e-01 -1.810019e+01  2.805578e+00  6.012104e-01 -3.281517e+00
1.303784e-01 -1.726660e+01  2.533327e+00  5.400864e-01 -3.315436e+00
1.341853e-01 -1.652659e+01  2.290307e+00  4.855358e-01 -3.344560e+00
1.376967e-01 -1.587281e+01  2.074551e+00  4.371157e-01 -3.369436e+00
1.409077e-01 -1.529814e+01  1.884079e+00  3.943804e-01 -3.390575e+00
1.438175e-01 -1.479576e+01  1.716933e+00  3.568883e-01 -3.408448e+00
1.464295e-01 -1.435918e+01  1.571198e+00  3.242072e-01 -3.423484e+00
1.487507e-01 -1.398225e+01  1.445017e+00  2.959184e-01 -3.436068e+00
1.507917e-01 -1.365919e+01  1.336601e+00  2.716185e-01 -3.446544e+00
1.525662e-01 -1.338452e+01  1.244237e+00  2.509211e-01 -3.455212e+00
1.540902e-01 -1.315313e+01  1.166288e+00  2.334577e-01 -3.462337e+00
1.553821e-01 -1.296019e+01  1.101197e+00  2.188776e-01 -3.468149e+00
1.564617e-01 -1.280117e+01  1.047486e+00  2.068487e-01 -3.472848e+00
1.573500e-01 -1.267183e+01  1.003757e+00  1.970567e-01 -3.476607e+00
1.580683e-01 -1.256821e+01  9.686951e-01  1.892063e-01 -3.479578e+00
1.586383e-01 -1.248660e+01  9.410669e-01  1.830210e-01 -3.481891e+00
1.590810e-01 -1.242361e+01  9.197273e-01  1.782440e-01 -3.483660e+00
1.594164e-01 -1.237608e+01  9.036210e-01  1.746387e-01 -3.484986e+00
1.596637e-01 -1.234116e+01  8.917876e-01  1.719899e-01 -3.485955e+00
1.598401e-01 -1.231632e+01  8.833649e-01  1.701047e-01 -3.486641e+00
1.599612e-01 -1.229930e+01  8.775928e-01  1.688128e-01 -3.487110e+00
1.600405e-01 -1.228815e+01  8.738150e-01  1.679673e-01 -3.487417e+00
1.600896e-01 -1.228127e+01  8.714798e-01  1.674446e-01 -3.487606e+00
1.601178e-01 -1.227731e+01  8.701376e-01  1.671442e-01 -3.487714e+00
1.601325e-01 -1.227524e+01  8.694371e-01  1.669874e-01 -3.487771e+00
1.601392e-01 -1.227430e+01  8.691170e-01  1.669158e-01 -3.487797e+00
1.601418e-01 -1.227395e+01  8.689969e-01  1.668889e-01 -3.487807e+00
1.601424e-01 -1.227385e+01  8.689643e-01  1.668816e-01 -3.487809e+00
1.601425e-01 -1.227384e+01  8.689594e-01  1.668805e-01 -3.487810e+00
1.601426e-01 -1.227383e+01  8.689586e-01  1.668803e-01 -3.487810e+00
1.601430e-01 -1.227378e+01  8.689390e-01  1.668760e-01 -3.487811e+00
1.601458e-01 -1.227338e+01  8.688062e-01  1.668462e-01 -3.487822e+00
1.601560e-01 -1.227194e+01  8.683179e-01  1.667369e-01 -3.487862e+00
1.601834e-01 -1.226811e+01  8.670164e-01  1.664456e-01 -3.487967e+00
1.602433e-01 -1.225971e+01  8.641694e-01  1.658085e-01 -3.488197e+00
1.603581e-01 -1.224365e+01  8.587219e-01  1.645893e-01 -3.488636e+00
1.605577e-01 -1.221577e+01  8.492633e-01  1.624724e-01 -3.489396e+00
1.608803e-01 -1.217083e+01  8.340152e-01  1.590600e-01 -3.490616e+00
1.613728e-01 -1.210257e+01  8.108441e-01  1.538749e-01 -3.492453e+00
1.620903e-01 -1.200382e+01  7.773059e-01  1.463706e-01 -3.495081e+00
1.630960e-01 -1.186679e+01  7.307280e-01  1.359502e-01 -3.498664e+00
1.644606e-01 -1.168340e+01  6.683325e-01  1.219940e-01 -3.503342e+00
1.662611e-01 -1.144586e+01  5.874029e-01  1.038976e-01 -3.509197e+00
1.685795e-01 -1.114723e+01  4.854909e-01  8.111835e-02 -3.516213e+00
1.715015e-01 -1.078216e+01  3.606530e-01  5.322980e-02 -3.524238e+00
1.751145e-01 -1.034756e+01  2.117013e-01  1.997840e-02 -3.532941e+00
1.795059e-01 -9.843328e+00  3.844454e-02 -1.866123e-02 -3.541772e+00
1.847607e-01 -9.272761e+00 -1.581112e-01 -6.244000e-02 -3.549939e+00
1.909597e-01 -8.642839e+00 -3.756320e-01 -1.108039e-01 -3.556403e+00
1.981774e-01 -7.964111e+00 -6.104258e-01 -1.628859e-01 -3.559892e+00
2.064794e-01 -7.250228e+00 -8.575320e-01 -2.175255e-01 -3.558952e+00
2.159211e-01 -6.517122e+00 -1.110938e+00 -2.733167e-01 -3.552022e+00
2.265454e-01 -5.781911e+00 -1.363911e+00 -3.286836e-01 -3.537533e+00
2.383811e-01 -5.061648e+00 -1.609419e+00 -3.819756e-01 -3.514023e+00
2.514418e-01 -4.372088e+00 -1.840593e+00 -4.315753e-01 -3.480258e+00
2.657247e-01 -3.726625e+00 -2.051186e+00 -4.760044e-01 -3.435338e+00
2.812096e-01 -3.135517e+00 -2.235973e+00 -5.140198e-01 -3.378779e+00
2.978589e-01 -2.605494e+00 -2.391053e+00 -5.446858e-01 -3.310570e+00
3.156174e-01 -2.139741e+00 -2.514024e+00 -5.674193e-01 -3.231178e+00
3.344127e-01 -1.738220e+00 -2.604020e+00 -5.820036e-01 -3.141528e+00
3.541562e-01 -1.398223e+00 -2.661621e+00 -5.885711e-01 -3.042933e+00
3.747436e-01 -1.115064e+00 -2.688668e+00 -5.875631e-01 -2.937009e+00
3.960570e-01 -8.827903e-01 -2.687993e+00 -5.796696e-01 -2.825570e+00
4.179666e-01 -6.948376e-01 -2.663124e+00 -5.657606e-01 -2.710515e+00
4.403322e-01 -5.445657e-01 -2.617986e+00 -5.468149e-01 -2.593727e+00
4.630064e-01 -4.256579e-01 -2.556629e+00 -5.238541e-01 -2.476984e+00
4.858360e-01 -3.323789e-01 -2.482999e+00 -4.978857e-01 -2.361893e+00
5.086657e-01 -2.597125e-01 -2.400771e+00 -4.698590e-01 -2.249845e+00
5.313398e-01 -2.034022e-01 -2.313225e+00 -4.406333e-01 -2.141988e+00
5.537055e-01 -1.599265e-01 -2.223191e+00 -4.109593e-01 -2.039228e+00
5.756150e-01 -1.264314e-01 -2.133020e+00 -3.814702e-01 -1.942232e+00
5.969285e-01 -1.006438e-01 -2.044599e+00 -3.526820e-01 -1.851454e+00
6.175159e-01 -8.077824e-02 -1.959386e+00 -3.249992e-01 -1.767157e+00
6.372593e-01 -6.544787e-02 -1.878454e+00 -2.987252e-01 -1.689444e+00
6.560547e-01 -5.358507e-02 -1.802547e+00 -2.740742e-01 -1.618286e+00
6.738132e-01 -4.437325e-02 -1.732134e+00 -2.511844e-01 -1.553550e+00
