376 1
 0
 1
 -1.942500e-01
0.000000e+00 -1.812469e+00
3.278564e-09 -1.812469e+00
1.046582e-07 -1.812469e+00
7.915214e-07 -1.812468e+00
3.316517e-06 -1.812463e+00
1.004733e-05 -1.812451e+00
2.477810e-05 -1.812424e+00
5.299135e-05 -1.812373e+00
1.020609e-04 -1.812284e+00
1.813877e-04 -1.812140e+00
3.024627e-04 -1.811921e+00
4.788527e-04 -1.811601e+00
7.261078e-04 -1.811154e+00
1.061591e-03 -1.810546e+00
1.504231e-03 -1.809745e+00
2.074209e-03 -1.808713e+00
2.792580e-03 -1.807415e+00
3.680838e-03 -1.805810e+00
4.760448e-03 -1.803861e+00
6.052333e-03 -1.801532e+00
7.576358e-03 -1.798788e+00
9.350803e-03 -1.795598e+00
1.139185e-02 -1.791936e+00
1.371307e-02 -1.787781e+00
1.632504e-02 -1.783116e+00
1.923484e-02 -1.777933e+00
2.244580e-02 -1.772231e+00
2.595722e-02 -1.766016e+00
2.976415e-02 -1.759302e+00
3.385735e-02 -1.752112e+00
3.822326e-02 -1.744474e+00
4.284407e-02 -1.736427e+00
4.769797e-02 -1.728013e+00
5.275935e-02 -1.719283e+00
5.799924e-02 -1.710291e+00
6.338567e-02 -1.701097e+00
6.888423e-02 -1.691762e+00
7.445863e-02 -1.682351e+00
8.007127e-02 -1.672928e+00
8.568391e-02 -1.663558e+00
9.125831e-02 -1.654304e+00
9.675688e-02 -1.645228e+00
1.021433e-01 -1.636385e+00
1.073832e-01 -1.627828e+00
1.124446e-01 -1.619606e+00
1.172985e-01 -1.611761e+00
1.219193e-01 -1.604329e+00
1.262852e-01 -1.597338e+00
1.303784e-01 -1.590812e+00
1.341853e-01 -1.584767e+00
1.376967e-01 -1.579212e+00
1.409077e-01 -1.574150e+00
1.438175e-01 -1.569577e+00
1.464295e-01 -1.565483e+00
1.487507e-01 -1.561855e+00
1.507917e-01 -1.558671e+00
1.525662e-01 -1.555909e+00
1.540902e-01 -1.553540e+00
1.553821e-01 -1.551536e+00
1.564617e-01 -1.549862e+00
1.573500e-01 -1.548487e+00
1.580683e-01 -1.547376e+00
1.586383e-01 -1.546494e+00
1.590810e-01 -1.545810e+00
1.594164e-01 -1.545292e+00
1.596637e-01 -1.544910e+00
1.598401e-01 -1.544638e+00
1.599612e-01 -1.544451e+00
1.600405e-01 -1.544329e+00
1.600896e-01 -1.544253e+00
1.601178e-01 -1.544209e+00
1.601325e-01 -1.544187e+00
1.601392e-01 -1.544176e+00
1.601418e-01 -1.544172e+00
1.601424e-01 -1.544171e+00
1.601425e-01 -1.544171e+00
1.601426e-01 -1.544171e+00
1.601430e-01 -1.544170e+00
1.601458e-01 -1.544166e+00
1.601560e-01 -1.544150e+00
1.601834e-01 -1.544108e+00
1.602433e-01 -1.544016e+00
1.603581e-01 -1.543838e+00
1.605577e-01 -1.543531e+00
1.608803e-01 -1.543033e+00
1.613728e-01 -1.542274e+00
1.620903e-01 -1.541168e+00
1.630960e-01 -1.539620e+00
1.644606e-01 -1.537522e+00
1.662611e-01 -1.534758e+00
1.685795e-01 -1.531207e+00
1.715015e-01 -1.526743e+00
1.751145e-01 -1.521242e+00
1.795059e-01 -1.514584e+00
1.847607e-01 -1.506655e+00
1.909597e-01 -1.497358e+00
1.981774e-01 -1.486607e+00
2.064794e-01 -1.474340e+00
2.159211e-01 -1.460516e+00
2.265454e-01 -1.445122e+00
2.383811e-01 -1.428171e+00
2.514418e-01 -1.409707e+00
2.657247e-01 -1.389800e+00
2.812096e-01 -1.368551e+00
