376 1
 0
 2
 -5.169682e-01
0.000000e+00 -4.671703e+00
3.278564e-09 -4.671703e+00
1.046582e-07 -4.671702e+00
7.915214e-07 -4.671696e+00
3.316517e-06 -4.671672e+00
1.004733e-05 -4.671609e+00
2.477810e-05 -4.671472e+00
5.299135e-05 -4.671208e+00
1.020609e-04 -4.670750e+00
1.813877e-04 -4.670009e+00
3.024627e-04 -4.668878e+00
4.788527e-04 -4.667231e+00
7.261078e-04 -4.664924e+00
1.061591e-03 -4.661795e+00
1.504231e-03 -4.657671e+00
2.074209e-03 -4.652365e+00
2.792580e-03 -4.645687e+00
3.680838e-03 -4.637444e+00
4.760448e-03 -4.627446e+00
6.052333e-03 -4.615512e+00
7.576358e-03 -4.601476e+00
9.350803e-03 -4.585190e+00
1.139185e-02 -4.566532e+00
1.371307e-02 -4.545410e+00
1.632504e-02 -4.521767e+00
1.923484e-02 -4.495581e+00
2.244580e-02 -4.466873e+00
2.595722e-02 -4.435701e+00
2.976415e-02 -4.402167e+00
3.385735e-02 -4.366414e+00
3.822326e-02 -4.328622e+00
4.284407e-02 -4.289004e+00
4.769797e-02 -4.247808e+00
5.275935e-02 -4.205304e+00
5.799924e-02 -4.161785e+00
6.338567e-02 -4.117556e+00
6.888423e-02 -4.072931e+00
7.445863e-02 -4.028227e+00
8.007127e-02 -3.983755e+00
8.568391e-02 -3.939818e+00
9.125831e-02 -3.896705e+00
9.675688e-02 -3.854684e+00
1.021433e-01 -3.814002e+00
1.073832e-01 -3.774878e+00
1.124446e-01 -3.737507e+00
1.172985e-01 -3.702051e+00
1.219193e-01 -3.668642e+00
1.262852e-01 -3.637382e+00
1.303784e-01 -3.608343e+00
1.341853e-01 -3.581565e+00
1.376967e-01 -3.557061e+00
1.409077e-01 -3.534816e+00
1.438175e-01 -3.514791e+00
1.464295e-01 -3.496924e+00
1.487507e-01 -3.481130e+00
1.507917e-01 -3.467308e+00
1.525662e-01 -3.455341e+00
1.540902e-01 -3.445099e+00
1.553821e-01 -3.436444e+00
1.564617e-01 -3.429230e+00
1.573500e-01 -3.423307e+00
1.580683e-01 -3.418526e+00
1.586383e-01 -3.414737e+00
1.590810e-01 -3.411798e+00
1.594164e-01 -3.409572e+00
1.596637e-01 -3.407933e+00
1.598401e-01 -3.406764e+00
1.599612e-01 -3.405962e+00
1.600405e-01 -3.405437e+00
1.600896e-01 -3.405112e+00
1.601178e-01 -3.404925e+00
1.601325e-01 -3.404827e+00
1.601392e-01 -3.404783e+00
1.601418e-01 -3.404766e+00
1.601424e-01 -3.404762e+00
1.601425e-01 -3.404761e+00
1.601426e-01 -3.404761e+00
1.601430e-01 -3.404758e+00
1.601458e-01 -3.404740e+00
1.601560e-01 -3.404672e+00
1.601834e-01 -3.404490e+00
1.602433e-01 -3.404094e+00
1.603581e-01 -3.403334e+00
1.605577e-01 -3.402013e+00
1.608803e-01 -3.399880e+00
1.613728e-01 -3.396626e+00
1.620903e-01 -3.391892e+00
1.630960e-01 -3.385268e+00
1.644606e-01 -3.376303e+00
1.662611e-01 -3.364516e+00
1.685795e-01 -3.349406e+00
1.715015e-01 -3.330470e+00
1.751145e-01 -3.307221e+00
1.795059e-01 -3.279209e+00
1.847607e-01 -3.246037e+00
1.909597e-01 -3.207388e+00
1.981774e-01 -3.163038e+00
2.064794e-01 -3.112876e+00
2.159211e-01 -3.056913e+00
2.265454e-01 -2.995294e+00
2.383811e-01 -2.928296e+00
2.514418e-01 -2.856325e+00
2.657247e-01 -2.779905e+00
2.812096e-01 -2.699665e+00
