376 2
 0 0
 2 2
 -3.793182e+00 -1.700288e-01
0.000000e+00 -1.447447e+01  2.918349e+00
3.278564e-09 -1.447447e+01  2.918349e+00
1.046582e-07 -1.447446e+01  2.918347e+00
7.915214e-07 -1.447442e+01  2.918339e+00
3.316517e-06 -1.447428e+01  2.918310e+00
1.004733e-05 -1.447389e+01  2.918231e+00
2.477810e-05 -1.447303e+01  2.918059e+00
5.299135e-05 -1.447140e+01  2.917730e+00
1.020609e-04 -1.446856e+01  2.917157e+00
1.813877e-04 -1.446397e+01  2.916232e+00
3.024627e-04 -1.445697e+01  2.914820e+00
4.788527e-04 -1.444677e+01  2.912764e+00
7.261078e-04 -1.443249e+01  2.909883e+00
1.061591e-03 -1.441314e+01  2.905980e+00
1.504231e-03 -1.438765e+01  2.900836e+00
2.074209e-03 -1.435489e+01  2.894224e+00
2.792580e-03 -1.431372e+01  2.885911e+00
3.680838e-03 -1.426298e+01  2.875660e+00
4.760448e-03 -1.420155e+01  2.863245e+00
6.052333e-03 -1.412842e+01  2.848451e+00
7.576358e-03 -1.404264e+01  2.831085e+00
9.350803e-03 -1.394346e+01  2.810985e+00
1.139185e-02 -1.383027e+01  2.788022e+00
1.371307e-02 -1.370272e+01  2.762109e+00
1.632504e-02 -1.356065e+01  2.733205e+00
1.923484e-02 -1.340421e+01  2.701323e+00
2.244580e-02 -1.323376e+01  2.666524e+00
2.595722e-02 -1.304997e+01  2.628924e+00
2.976415e-02 -1.285374e+01  2.588692e+00
3.385735e-02 -1.264623e+01  2.546044e+00
3.822326e-02 -1.242878e+01  2.501242e+00
4.284407e-02 -1.220294e+01  2.454585e+00
4.769797e-02 -1.197038e+01  2.406404e+00
5.275935e-02 -1.173289e+01  2.357054e+00
5.799924e-02 -1.149229e+01  2.306904e+00
6.338567e-02 -1.125043e+01  2.256331e+00
6.888423e-02 -1.100913e+01  2.205709e+00
7.445863e-02 -1.077013e+01  2.155406e+00
8.007127e-02 -1.053510e+01  2.105769e+00
8.568391e-02 -1.030554e+01  2.057128e+00
9.125831e-02 -1.008285e+01  2.009783e+00
9.675688e-02 -9.868245e+00  1.964004e+00
1.021433e-01 -9.662763e+00  1.920030e+00
1.073832e-01 -9.467278e+00  1.878062e+00
1.124446e-01 -9.282486e+00  1.838267e+00
1.172985e-01 -9.108911e+00  1.800777e+00
1.219193e-01 -8.946915e+00  1.765689e+00
1.262852e-01 -8.796703e+00  1.733066e+00
1.303784e-01 -8.658340e+00  1.702940e+00
1.341853e-01 -8.531757e+00  1.675314e+00
1.376967e-01 -8.416768e+00  1.650163e+00
1.409077e-01 -8.313079e+00  1.627438e+00
1.438175e-01 -8.220304e+00  1.607069e+00
1.464295e-01 -8.137977e+00  1.588963e+00
1.487507e-01 -8.065559e+00  1.573013e+00
1.507917e-01 -8.002456e+00  1.559097e+00
1.525662e-01 -7.948029e+00  1.547080e+00
1.540902e-01 -7.901601e+00  1.536819e+00
1.553821e-01 -7.862475e+00  1.528165e+00
1.564617e-01 -7.829937e+00  1.520963e+00
1.573500e-01 -7.803276e+00  1.515058e+00
1.580683e-01 -7.781786e+00  1.510296e+00
1.586383e-01 -7.764780e+00  1.506527e+00
1.590810e-01 -7.751601e+00  1.503605e+00
1.594164e-01 -7.741628e+00  1.501393e+00
1.596637e-01 -7.734287e+00  1.499765e+00
1.598401e-01 -7.729055e+00  1.498604e+00
1.599612e-01 -7.725466e+00  1.497807e+00
1.600405e-01 -7.723115e+00  1.497286e+00
1.600896e-01 -7.721661e+00  1.496963e+00
1.601178e-01 -7.720826e+00  1.496778e+00
1.601325e-01 -7.720389e+00  1.496681e+00
1.601392e-01 -7.720190e+00  1.496637e+00
1.601418e-01 -7.720115e+00  1.496620e+00
1.601424e-01 -7.720095e+00  1.496616e+00
1.601425e-01 -7.720092e+00  1.496615e+00
1.601426e-01 -7.720091e+00  1.496615e+00
1.601430e-01 -7.720079e+00  1.496612e+00
1.601458e-01 -7.719996e+00  1.496594e+00
1.601560e-01 -7.719692e+00  1.496526e+00
1.601834e-01 -7.718881e+00  1.496346e+00
1.602433e-01 -7.717107e+00  1.495953e+00
1.603581e-01 -7.713711e+00  1.495199e+00
1.605577e-01 -7.707808e+00  1.493889e+00
1.608803e-01 -7.698274e+00  1.491773e+00
1.613728e-01 -7.683749e+00  1.488547e+00
1.620903e-01 -7.662639e+00  1.483859e+00
1.630960e-01 -7.633154e+00  1.477307e+00
1.644606e-01 -7.593344e+00  1.468454e+00
1.662611e-01 -7.541160e+00  1.456838e+00
1.685795e-01 -7.474534e+00  1.441989e+00
1.715015e-01 -7.391464e+00  1.423447e+00
1.751145e-01 -7.290124e+00  1.400783e+00
1.795059e-01 -7.168966e+00  1.373623e+00
1.847607e-01 -7.026833e+00  1.341669e+00
1.909597e-01 -6.863057e+00  1.304724e+00
1.981774e-01 -6.677539e+00  1.262709e+00
2.064794e-01 -6.470810e+00  1.215675e+00
2.159211e-01 -6.244051e+00  1.163814e+00
2.265454e-01 -5.999081e+00  1.107457e+00
2.383811e-01 -5.738302e+00  1.047068e+00
2.514418e-01 -5.464614e+00  9.832292e-01
2.657247e-01 -5.181289e+00  9.166185e-01
2.812096e-01 -4.891835e+00  8.479835e-01
2.978589e-01 -4.599842e+00  7.781119e-01
3.156174e-01 -4.308836e+00  7.078006e-01
3.344127e-01 -4.022142e+00  6.378265e-01
3.541562e-01 -3.742768e+00  5.689203e-01
3.747436e-01 -3.473325e+00  5.017446e-01
3.960570e-01 -3.215966e+00  4.368775e-01
4.179666e-01 -2.972367e+00  3.748025e-01
4.403322e-01 -2.743726e+00  3.159032e-01
4.630064e-01 -2.530792e+00  2.604635e-01
4.858360e-01 -2.333908e+00  2.086719e-01
5.086657e-01 -2.153063e+00  1.606291e-01
5.313398e-01 -1.987953e+00  1.163579e-01
5.537055e-01 -1.838043e+00  7.581457e-02
5.756150e-01 -1.702624e+00  3.890048e-02
5.969285e-01 -1.580864e+00  5.473829e-03
6.175159e-01 -1.471858e+00 -2.463935e-02
6.372593e-01 -1.374666e+00 -5.163523e-02
6.560547e-01 -1.288339e+00 -7.572351e-02
6.738132e-01 -1.211950e+00 -9.712008e-02
6.904625e-01 -1.144603e+00 -1.160411e-01
7.059474e-01 -1.085453e+00 -1.326983e-01
7.202302e-01 -1.033707e+00 -1.472958e-01
7.332910e-01 -9.886284e-01 -1.600275e-01
7.451267e-01 -9.495385e-01 -1.710758e-01
7.557510e-01 -9.158147e-01 -1.806110e-01
7.651927e-01 -8.868866e-01 -1.887908e-01
7.734947e-01 -8.622328e-01 -1.957611e-01
7.807123e-01 -8.413764e-01 -2.016561e-01
7.869114e-01 -8.238807e-01 -2.065995e-01
7.921662e-01 -8.093451e-01 -2.107047e-01
7.965576e-01 -7.974017e-01 -2.140765e-01
8.001706e-01 -7.877120e-01 -2.168110e-01
8.030926e-01 -7.799648e-01 -2.189965e-01
8.054110e-01 -7.738740e-01 -2.207143e-01
8.072115e-01 -7.691780e-01 -2.220383e-01
8.085761e-01 -7.656384e-01 -2.230361e-01
8.095818e-01 -7.630406e-01 -2.237683e-01
8.102992e-01 -7.611928e-01 -2.242890e-01
8.107917e-01 -7.599272e-01 -2.246457e-01
8.111144e-01 -7.590992e-01 -2.248790e-01
8.113140e-01 -7.585874e-01 -2.250232e-01
8.114287e-01 -7.582934e-01 -2.251060e-01
8.114887e-01 -7.581399e-01 -2.251493e-01
8.115160e-01 -7.580697e-01 -2.251690e-01
8.115263e-01 -7.580434e-01 -2.251764e-01
8.115291e-01 -7.580363e-01 -2.251785e-01
8.115295e-01 -7.580352e-01 -2.251788e-01
8.115296e-01 -7.580351e-01 -2.251788e-01
8.115308e-01 -7.580319e-01 -2.251797e-01
8.115394e-01 -7.580099e-01 -2.251859e-01
8.115709e-01 -7.579294e-01 -2.252086e-01
8.116547e-01 -7.577146e-01 -2.252691e-01
8.118383e-01 -7.572448e-01 -2.254014e-01
8.121899e-01 -7.563459e-01 -2.256547e-01
8.128014e-01 -7.547851e-01 -2.260944e-01
8.137899e-01 -7.522690e-01 -2.268031e-01
8.152987e-01 -7.484454e-01 -2.278800e-01
8.174968e-01 -7.429109e-01 -2.294382e-01
8.205780e-01 -7.352240e-01 -2.316016e-01
8.247587e-01 -7.249257e-01 -2.344981e-01
8.302747e-01 -7.115658e-01 -2.382524e-01
8.373776e-01 -6.947369e-01 -2.429757e-01
8.463297e-01 -6.741112e-01 -2.487542e-01
8.573988e-01 -6.494804e-01 -2.556375e-01
8.708525e-01 -6.207912e-01 -2.636263e-01
8.869516e-01 -5.881748e-01 -2.726632e-01
9.059434e-01 -5.519625e-01 -2.826255e-01
9.280559e-01 -5.126852e-01 -2.933240e-01
9.534907e-01 -4.710535e-01 -3.045061e-01
9.824170e-01 -4.279186e-01 -3.158664e-01
1.014966e+00 -3.842179e-01 -3.270615e-01
1.051227e+00 -3.409104e-01 -3.377297e-01
1.091241e+00 -2.989102e-01 -3.475135e-01
1.134999e+00 -2.590266e-01 -3.560814e-01
1.182440e+00 -2.219168e-01 -3.631478e-01
1.233448e+00 -1.880574e-01 -3.684895e-01
1.287854e+00 -1.577349e-01 -3.719564e-01
1.345437e+00 -1.310542e-01 -3.734763e-01
1.405925e+00 -1.079620e-01 -3.730544e-01
1.468998e+00 -8.827822e-02 -3.707675e-01
1.534295e+00 -7.173231e-02 -3.667541e-01
1.601419e+00 -5.799777e-02 -3.612014e-01
1.669940e+00 -4.672323e-02 -3.543309e-01
1.739407e+00 -3.755717e-02 -3.463844e-01
1.809349e+00 -3.016609e-02 -3.376100e-01
1.879292e+00 -2.424617e-02 -3.282510e-01
1.948758e+00 -1.952950e-02 -3.185362e-01
2.017280e+00 -1.578604e-02 -3.086736e-01
2.084403e+00 -1.282251e-02 -2.988457e-01
2.149701e+00 -1.047949e-02 -2.892077e-01
2.212774e+00 -8.627412e-03 -2.798870e-01
2.273262e+00 -7.162245e-03 -2.709842e-01
2.330845e+00 -6.001284e-03 -2.625753e-01
2.385251e+00 -5.079272e-03 -2.547140e-01
2.436259e+00 -4.345006e-03 -2.474346e-01
2.483700e+00 -3.758474e-03 -2.407551e-01
2.527458e+00 -3.288486e-03 -2.346796e-01
2.567472e+00 -2.910752e-03 -2.292011e-01
2.603732e+00 -2.606356e-03 -2.243034e-01
2.636282e+00 -2.360540e-03 -2.199634e-01
2.665208e+00 -2.161764e-03 -2.161525e-01
2.690643e+00 -2.000966e-03 -2.128384e-01
2.712755e+00 -1.870999e-03 -2.099854e-01
2.731747e+00 -1.766184e-03 -2.075564e-01
2.747846e+00 -1.681982e-03 -2.055130e-01
2.761300e+00 -1.614726e-03 -2.038164e-01
2.772369e+00 -1.561427e-03 -2.024281e-01
2.781321e+00 -1.519621e-03 -2.013104e-01
2.788424e+00 -1.487256e-03 -2.004267e-01
2.793940e+00 -1.462601e-03 -1.997424e-01
2.798121e+00 -1.444189e-03 -1.992250e-01
2.801202e+00 -1.430770e-03 -1.988442e-01
2.803400e+00 -1.421273e-03 -1.985729e-01
2.804909e+00 -1.414791e-03 -1.983869e-01
2.805897e+00 -1.410561e-03 -1.982650e-01
2.806509e+00 -1.407950e-03 -1.981897e-01
2.806861e+00 -1.406451e-03 -1.981464e-01
