376 5
 0 0 0 1 1
 2 2 2 6 6
 -1.137159e+02 -1.072988e+01 -8.328459e-01 -8.378170e+00 -3.337987e-01
0.000000e+00  1.484806e+02 -4.185209e+01  1.398001e+01  5.766006e-08 -1.650642e-08
3.278564e-09  1.484806e+02 -4.185209e+01  1.398000e+01 -5.428828e-07  1.608448e-07
1.046582e-07  1.484803e+02 -4.185202e+01  1.397998e+01 -1.911284e-05  5.644890e-06
7.915214e-07  1.484785e+02 -4.185150e+01  1.397981e+01 -1.449263e-04  4.279989e-05
3.316517e-06  1.484718e+02 -4.184960e+01  1.397917e+01 -6.074190e-04  1.793824e-04
1.004733e-05  1.484538e+02 -4.184453e+01  1.397748e+01 -1.840172e-03  5.434366e-04
2.477810e-05  1.484144e+02 -4.183343e+01  1.397377e+01 -4.537598e-03  1.340036e-03
5.299135e-05  1.483391e+02 -4.181219e+01  1.396668e+01 -9.701874e-03  2.865140e-03
1.020609e-04  1.482081e+02 -4.177526e+01  1.395434e+01 -1.867753e-02  5.515815e-03
1.813877e-04  1.479966e+02 -4.171563e+01  1.393442e+01 -3.317100e-02  9.795998e-03
3.024627e-04  1.476745e+02 -4.162473e+01  1.390405e+01 -5.525222e-02  1.631698e-02
4.788527e-04  1.472064e+02 -4.149260e+01  1.385991e+01 -8.733550e-02  2.579175e-02
7.261078e-04  1.465528e+02 -4.130794e+01  1.379822e+01 -1.321369e-01  3.902240e-02
1.061591e-03  1.456706e+02 -4.105844e+01  1.371485e+01 -1.926061e-01  5.687998e-02
1.504231e-03  1.445149e+02 -4.073110e+01  1.360545e+01 -2.718314e-01  8.027645e-02
2.074209e-03  1.430405e+02 -4.031265e+01  1.346559e+01 -3.729184e-01  1.101288e-01
2.792580e-03  1.412038e+02 -3.979015e+01  1.329090e+01 -4.988452e-01  1.473162e-01
3.680838e-03  1.389658e+02 -3.915154e+01  1.307733e+01 -6.522986e-01  1.926314e-01
4.760448e-03  1.362941e+02 -3.838634e+01  1.282134e+01 -8.354987e-01  2.467289e-01
6.052333e-03  1.331655e+02 -3.748629e+01  1.252011e+01 -1.050024e+00  3.100727e-01
7.576358e-03  1.295684e+02 -3.644600e+01  1.217177e+01 -1.296648e+00  3.828878e-01
9.350803e-03  1.255045e+02 -3.526350e+01  1.177559e+01 -1.575202e+00  4.651191e-01
1.139185e-02  1.209901e+02 -3.394062e+01  1.133209e+01 -1.884478e+00  5.564018e-01
1.371307e-02  1.160565e+02 -3.248331e+01  1.084317e+01 -2.222187e+00  6.560481e-01
1.632504e-02  1.107495e+02 -3.090160e+01  1.031209e+01 -2.584972e+00  7.630510e-01
1.923484e-02  1.051280e+02 -2.920945e+01  9.743423e+00 -2.968497e+00  8.761088e-01
2.244580e-02  9.926167e+01 -2.742429e+01  9.142941e+00 -3.367589e+00  9.936671e-01
2.595722e-02  9.322788e+01 -2.556638e+01  8.517373e+00 -3.776445e+00  1.113979e+00
2.976415e-02  8.710822e+01 -2.365807e+01  7.874169e+00 -4.188872e+00  1.235179e+00
3.385735e-02  8.098474e+01 -2.172278e+01  7.221193e+00 -4.598561e+00  1.355359e+00
3.822326e-02  7.493644e+01 -1.978418e+01  6.566413e+00 -4.999354e+00  1.472655e+00
4.284407e-02  6.903604e+01 -1.786516e+01  5.917590e+00 -5.385502e+00  1.585321e+00
4.769797e-02  6.334741e+01 -1.598709e+01  5.282001e+00 -5.751892e+00  1.691801e+00
5.275935e-02  5.792377e+01 -1.416909e+01  4.666203e+00 -6.094213e+00  1.790780e+00
5.799924e-02  5.280668e+01 -1.242752e+01  4.075853e+00 -6.409084e+00  1.881224e+00
6.338567e-02  4.802585e+01 -1.077569e+01  3.515591e+00 -6.694112e+00  1.962400e+00
6.888423e-02  4.359954e+01 -9.223673e+00  2.988981e+00 -6.947894e+00  2.033881e+00
7.445863e-02  3.953560e+01 -7.778401e+00  2.498516e+00 -7.169975e+00  2.095533e+00
8.007127e-02  3.583281e+01 -6.443790e+00  2.045661e+00 -7.360756e+00  2.147488e+00
8.568391e-02  3.248247e+01 -5.221049e+00  1.630948e+00 -7.521380e+00  2.190113e+00
9.125831e-02  2.947000e+01 -4.109035e+00  1.254086e+00 -7.653593e+00  2.223968e+00
9.675688e-02  2.677659e+01 -3.104656e+00  9.140967e-01 -7.759604e+00  2.249760e+00
1.021433e-01  2.438057e+01 -2.203280e+00  6.094504e-01 -7.841939e+00  2.268300e+00
1.073832e-01  2.225871e+01 -1.399137e+00  3.382024e-01 -7.903311e+00  2.280461e+00
1.124446e-01  2.038720e+01 -6.856846e-01  9.812005e-02 -7.946501e+00  2.287144e+00
1.172985e-01  1.874254e+01 -5.593157e-02 -1.132035e-01 -7.974261e+00  2.289239e+00
1.219193e-01  1.730204e+01  4.972867e-01 -2.982521e-01 -7.989232e+00  2.287604e+00
1.262852e-01  1.604429e+01  9.810889e-01 -4.595061e-01 -7.993882e+00  2.283043e+00
1.303784e-01  1.494943e+01  1.402376e+00 -5.993797e-01 -7.990465e+00  2.276288e+00
1.341853e-01  1.399923e+01  1.767709e+00 -7.201740e-01 -7.980997e+00  2.267995e+00
1.376967e-01  1.317715e+01  2.083223e+00 -8.240445e-01 -7.967235e+00  2.258735e+00
1.409077e-01  1.246831e+01  2.354583e+00 -9.129813e-01 -7.950682e+00  2.248993e+00
1.438175e-01  1.185938e+01  2.586960e+00 -9.887998e-01 -7.932591e+00  2.239170e+00
1.464295e-01  1.133849e+01  2.785034e+00 -1.053139e+00 -7.913978e+00  2.229587e+00
1.487507e-01  1.089507e+01  2.953013e+00 -1.107468e+00 -7.895639e+00  2.220490e+00
1.507917e-01  1.051971e+01  3.094661e+00 -1.153092e+00 -7.878176e+00  2.212058e+00
1.525662e-01  1.020404e+01  3.213333e+00 -1.191169e+00 -7.862015e+00  2.204410e+00
1.540902e-01  9.940594e+00  3.312019e+00 -1.222722e+00 -7.847431e+00  2.197613e+00
1.553821e-01  9.722678e+00  3.393380e+00 -1.248653e+00 -7.834574e+00  2.191691e+00
1.564617e-01  9.544286e+00  3.459788e+00 -1.269760e+00 -7.823491e+00  2.186632e+00
1.573500e-01  9.400001e+00  3.513360e+00 -1.286747e+00 -7.814145e+00  2.182396e+00
1.580683e-01  9.284930e+00  3.555992e+00 -1.300237e+00 -7.806439e+00  2.178922e+00
1.586383e-01  9.194645e+00  3.589380e+00 -1.310785e+00 -7.800233e+00  2.176136e+00
1.590810e-01  9.125145e+00  3.615044e+00 -1.318882e+00 -7.795357e+00  2.173953e+00
1.594164e-01  9.072824e+00  3.634341e+00 -1.324965e+00 -7.791630e+00  2.172289e+00
1.596637e-01  9.034458e+00  3.648480e+00 -1.329418e+00 -7.788865e+00  2.171057e+00
1.598401e-01  9.007188e+00  3.658523e+00 -1.332579e+00 -7.786883e+00  2.170175e+00
1.599612e-01  8.988519e+00  3.665396e+00 -1.334741e+00 -7.785519e+00  2.169568e+00
1.600405e-01  8.976308e+00  3.669889e+00 -1.336154e+00 -7.784623e+00  2.169169e+00
1.600896e-01  8.968763e+00  3.672665e+00 -1.337027e+00 -7.784068e+00  2.168923e+00
1.601178e-01  8.964427e+00  3.674260e+00 -1.337529e+00 -7.783748e+00  2.168781e+00
1.601325e-01  8.962165e+00  3.675092e+00 -1.337791e+00 -7.783582e+00  2.168707e+00
1.601392e-01  8.961131e+00  3.675473e+00 -1.337910e+00 -7.783505e+00  2.168673e+00
1.601418e-01  8.960743e+00  3.675615e+00 -1.337955e+00 -7.783477e+00  2.168660e+00
1.601424e-01  8.960638e+00  3.675654e+00 -1.337967e+00 -7.783469e+00  2.168657e+00
1.601425e-01  8.960622e+00  3.675660e+00 -1.337969e+00 -7.783468e+00  2.168656e+00
1.601426e-01  8.960620e+00  3.675661e+00 -1.337969e+00 -7.783468e+00  2.168656e+00
