376 2
 0 0
 2 1
 -1.820597e+00 -7.903269e-02
0.000000e+00 -9.129276e+00  1.565428e+00
3.278564e-09 -9.129276e+00  1.565428e+00
1.046582e-07 -9.129273e+00  1.565428e+00
7.915214e-07 -9.129254e+00  1.565425e+00
3.316517e-06 -9.129185e+00  1.565413e+00
1.004733e-05 -9.129001e+00  1.565381e+00
2.477810e-05 -9.128597e+00  1.565312e+00
5.299135e-05 -9.127825e+00  1.565180e+00
1.020609e-04 -9.126481e+00  1.564949e+00
1.813877e-04 -9.124310e+00  1.564577e+00
3.024627e-04 -9.120996e+00  1.564009e+00
4.788527e-04 -9.116171e+00  1.563181e+00
7.261078e-04 -9.109412e+00  1.562022e+00
1.061591e-03 -9.100250e+00  1.560450e+00
1.504231e-03 -9.088175e+00  1.558379e+00
2.074209e-03 -9.072652e+00  1.555715e+00
2.792580e-03 -9.053127e+00  1.552364e+00
3.680838e-03 -9.029045e+00  1.548229e+00
4.760448e-03 -8.999865e+00  1.543217e+00
6.052333e-03 -8.965077e+00  1.537240e+00
7.576358e-03 -8.924220e+00  1.530215e+00
9.350803e-03 -8.876894e+00  1.522074e+00
1.139185e-02 -8.822784e+00  1.512758e+00
1.371307e-02 -8.761667e+00  1.502227e+00
1.632504e-02 -8.693427e+00  1.490457e+00
1.923484e-02 -8.618064e+00  1.477446e+00
2.244580e-02 -8.535701e+00  1.463208e+00
2.595722e-02 -8.446582e+00  1.447783e+00
2.976415e-02 -8.351075e+00  1.431229e+00
3.385735e-02 -8.249662e+00  1.413624e+00
3.822326e-02 -8.142933e+00  1.395066e+00
4.284407e-02 -8.031573e+00  1.375669e+00
4.769797e-02 -7.916343e+00  1.355562e+00
5.275935e-02 -7.798066e+00  1.334883e+00
5.799924e-02 -7.677610e+00  1.313781e+00
6.338567e-02 -7.555862e+00  1.292408e+00
6.888423e-02 -7.433719e+00  1.270921e+00
7.445863e-02 -7.312058e+00  1.249473e+00
8.007127e-02 -7.191730e+00  1.228214e+00
8.568391e-02 -7.073538e+00  1.207287e+00
9.125831e-02 -6.958230e+00  1.186826e+00
9.675688e-02 -6.846484e+00  1.166954e+00
1.021433e-01 -6.738903e+00  1.147782e+00
1.073832e-01 -6.636009e+00  1.129407e+00
1.124446e-01 -6.538241e+00  1.111913e+00
1.172985e-01 -6.445953e+00  1.095367e+00
1.219193e-01 -6.359414e+00  1.079823e+00
1.262852e-01 -6.278813e+00  1.065321e+00
1.303784e-01 -6.204258e+00  1.051883e+00
1.341853e-01 -6.135785e+00  1.039523e+00
1.376967e-01 -6.073359e+00  1.028238e+00
1.409077e-01 -6.016882e+00  1.018015e+00
1.438175e-01 -5.966199e+00  1.008830e+00
1.464295e-01 -5.921101e+00  1.000648e+00
1.487507e-01 -5.881335e+00  9.934267e-01
1.507917e-01 -5.846612e+00  9.871154e-01
1.525662e-01 -5.816606e+00  9.816576e-01
1.540902e-01 -5.790970e+00  9.769914e-01
1.553821e-01 -5.769335e+00  9.730514e-01
1.564617e-01 -5.751324e+00  9.697697e-01
1.573500e-01 -5.736551e+00  9.670770e-01
1.580683e-01 -5.724634e+00  9.649042e-01
1.586383e-01 -5.715197e+00  9.631833e-01
1.590810e-01 -5.707881e+00  9.618487e-01
1.594164e-01 -5.702343e+00  9.608383e-01
1.596637e-01 -5.698265e+00  9.600943e-01
1.598401e-01 -5.695358e+00  9.595638e-01
1.599612e-01 -5.693363e+00  9.591998e-01
1.600405e-01 -5.692057e+00  9.589614e-01
1.600896e-01 -5.691249e+00  9.588139e-01
1.601178e-01 -5.690784e+00  9.587291e-01
1.601325e-01 -5.690542e+00  9.586849e-01
1.601392e-01 -5.690431e+00  9.586647e-01
1.601418e-01 -5.690389e+00  9.586571e-01
1.601424e-01 -5.690378e+00  9.586550e-01
1.601425e-01 -5.690376e+00  9.586547e-01
1.601426e-01 -5.690376e+00  9.586547e-01
1.601430e-01 -5.690369e+00  9.586534e-01
1.601458e-01 -5.690323e+00  9.586450e-01
1.601560e-01 -5.690154e+00  9.586142e-01
1.601834e-01 -5.689704e+00  9.585319e-01
1.602433e-01 -5.688718e+00  9.583519e-01
1.603581e-01 -5.686829e+00  9.580073e-01
1.605577e-01 -5.683547e+00  9.574082e-01
1.608803e-01 -5.678245e+00  9.564404e-01
1.613728e-01 -5.670164e+00  9.549649e-01
1.620903e-01 -5.658412e+00  9.528189e-01
1.630960e-01 -5.641985e+00  9.498179e-01
1.644606e-01 -5.619779e+00  9.457595e-01
1.662611e-01 -5.590627e+00  9.404282e-01
1.685795e-01 -5.553333e+00  9.336023e-01
1.715015e-01 -5.506718e+00  9.250615e-01
1.751145e-01 -5.449672e+00  9.145960e-01
1.795059e-01 -5.381210e+00  9.020162e-01
1.847607e-01 -5.300525e+00  8.871621e-01
1.909597e-01 -5.207047e+00  8.699137e-01
1.981774e-01 -5.100486e+00  8.501988e-01
2.064794e-01 -4.980872e+00  8.280004e-01
2.159211e-01 -4.848576e+00  8.033613e-01
2.265454e-01 -4.704316e+00  7.763862e-01
2.383811e-01 -4.549147e+00  7.472406e-01
2.514418e-01 -4.384429e+00  7.161464e-01
2.657247e-01 -4.211779e+00  6.833754e-01
2.812096e-01 -4.033011e+00  6.492394e-01
2.978589e-01 -3.850067e+00  6.140790e-01
3.156174e-01 -3.664940e+00  5.782511e-01
3.344127e-01 -3.479601e+00  5.421165e-01
3.541562e-01 -3.295934e+00  5.060281e-01
3.747436e-01 -3.115676e+00  4.703201e-01
3.960570e-01 -2.940373e+00  4.352993e-01
4.179666e-01 -2.771348e+00  4.012384e-01
4.403322e-01 -2.609687e+00  3.683716e-01
4.630064e-01 -2.456233e+00  3.368925e-01
4.858360e-01 -2.311594e+00  3.069538e-01
5.086657e-01 -2.176159e+00  2.786681e-01
5.313398e-01 -2.050121e+00  2.521114e-01
5.537055e-01 -1.933499e+00  2.273255e-01
5.756150e-01 -1.826173e+00  2.043230e-01
5.969285e-01 -1.727905e+00  1.830909e-01
6.175159e-01 -1.638367e+00  1.635953e-01
6.372593e-01 -1.557166e+00  1.457853e-01
6.560547e-01 -1.483863e+00  1.295966e-01
6.738132e-01 -1.417990e+00  1.149553e-01
6.904625e-01 -1.359065e+00  1.017805e-01
7.059474e-01 -1.306603e+00  8.998703e-02
7.202302e-01 -1.260126e+00  7.948699e-02
7.332910e-01 -1.219165e+00  7.019183e-02
7.451267e-01 -1.183268e+00  6.201334e-02
7.557510e-01 -1.152003e+00  5.486457e-02
7.651927e-01 -1.124953e+00  4.866052e-02
7.734947e-01 -1.101726e+00  4.331856e-02
7.807123e-01 -1.081946e+00  3.875874e-02
7.869114e-01 -1.065258e+00  3.490400e-02
7.921662e-01 -1.051326e+00  3.168031e-02
7.965576e-01 -1.039831e+00  2.901682e-02
8.001706e-01 -1.030474e+00  2.684602e-02
8.030926e-01 -1.022971e+00  2.510389e-02
8.054110e-01 -1.017059e+00  2.373015e-02
8.072115e-01 -1.012494e+00  2.266849e-02
8.085761e-01 -1.009047e+00  2.186684e-02
8.095818e-01 -1.006515e+00  2.127767e-02
8.102992e-01 -1.004713e+00  2.085821e-02
8.107917e-01 -1.003478e+00  2.057070e-02
8.111144e-01 -1.002670e+00  2.038251e-02
8.113140e-01 -1.002170e+00  2.026617e-02
8.114287e-01 -1.001883e+00  2.019930e-02
8.114887e-01 -1.001733e+00  2.016440e-02
8.115160e-01 -1.001665e+00  2.014845e-02
8.115263e-01 -1.001639e+00  2.014247e-02
8.115291e-01 -1.001632e+00  2.014084e-02
8.115295e-01 -1.001631e+00  2.014060e-02
8.115296e-01 -1.001631e+00  2.014057e-02
8.115308e-01 -1.001628e+00  2.013984e-02
8.115394e-01 -1.001606e+00  2.013485e-02
8.115709e-01 -1.001528e+00  2.011652e-02
8.116547e-01 -1.001318e+00  2.006768e-02
8.118383e-01 -1.000859e+00  1.996082e-02
8.121899e-01 -9.999809e-01  1.975627e-02
8.128014e-01 -9.984553e-01  1.940092e-02
8.137899e-01 -9.959942e-01  1.882755e-02
8.152987e-01 -9.922503e-01  1.795499e-02
8.174968e-01 -9.868226e-01  1.668933e-02
8.205780e-01 -9.792671e-01  1.492620e-02
8.247587e-01 -9.691132e-01  1.255434e-02
8.302747e-01 -9.558862e-01  9.460464e-03
8.373776e-01 -9.391346e-01  5.535389e-03
8.463297e-01 -9.184625e-01  6.812073e-04
8.573988e-01 -8.935641e-01 -5.180885e-03
8.708525e-01 -8.642579e-01 -1.210266e-02
8.869516e-01 -8.305162e-01 -2.010155e-02
9.059434e-01 -7.924880e-01 -2.915475e-02
9.280559e-01 -7.505092e-01 -3.919551e-02
9.534907e-01 -7.050989e-01 -5.011240e-02
9.824170e-01 -6.569411e-01 -6.175171e-02
1.014966e+00 -6.068508e-01 -7.392337e-02
1.051227e+00 -5.557285e-01 -8.640971e-02
1.091241e+00 -5.045077e-01 -9.897666e-02
1.134999e+00 -4.540998e-01 -1.113862e-01
1.182440e+00 -4.053435e-01 -1.234088e-01
1.233448e+00 -3.589623e-01 -1.348353e-01
1.287854e+00 -3.155348e-01 -1.454859e-01
1.345437e+00 -2.754790e-01 -1.552174e-01
1.405925e+00 -2.390501e-01 -1.639269e-01
1.468998e+00 -2.063509e-01 -1.715521e-01
1.534295e+00 -1.773510e-01 -1.780695e-01
1.601419e+00 -1.519115e-01 -1.834901e-01
1.669940e+00 -1.298130e-01 -1.878544e-01
1.739407e+00 -1.107820e-01 -1.912257e-01
1.809349e+00 -9.451510e-02 -1.936846e-01
1.879292e+00 -8.069934e-02 -1.953232e-01
1.948758e+00 -6.902748e-02 -1.962405e-01
2.017280e+00 -5.920910e-02 -1.965376e-01
2.084403e+00 -5.097756e-02 -1.963148e-01
2.149701e+00 -4.409371e-02 -1.956685e-01
2.212774e+00 -3.834703e-02 -1.946891e-01
2.273262e+00 -3.355507e-02 -1.934598e-01
2.330845e+00 -2.956163e-02 -1.920550e-01
2.385251e+00 -2.623442e-02 -1.905404e-01
2.436259e+00 -2.346222e-02 -1.889723e-01
2.483700e+00 -2.115220e-02 -1.873982e-01
2.527458e+00 -1.922718e-02 -1.858570e-01
2.567472e+00 -1.762324e-02 -1.843795e-01
2.603732e+00 -1.628756e-02 -1.829891e-01
2.636282e+00 -1.517645e-02 -1.817027e-01
2.665208e+00 -1.425384e-02 -1.805313e-01
2.690643e+00 -1.348979e-02 -1.794809e-01
2.712755e+00 -1.285943e-02 -1.785531e-01
2.731747e+00 -1.234196e-02 -1.777460e-01
2.747846e+00 -1.191992e-02 -1.770548e-01
2.761300e+00 -1.157849e-02 -1.764724e-01
2.772369e+00 -1.130503e-02 -1.759901e-01
2.781321e+00 -1.108868e-02 -1.755981e-01
2.788424e+00 -1.092001e-02 -1.752857e-01
2.793940e+00 -1.079083e-02 -1.750425e-01
2.798121e+00 -1.069395e-02 -1.748576e-01
2.801202e+00 -1.062312e-02 -1.747212e-01
2.803400e+00 -1.057288e-02 -1.746237e-01
2.804909e+00 -1.053854e-02 -1.745568e-01
2.805897e+00 -1.051609e-02 -1.745129e-01
2.806509e+00 -1.050224e-02 -1.744857e-01
2.806861e+00 -1.049428e-02 -1.744701e-01
2.807044e+00 -1.049012e-02 -1.744620e-01
2.807128e+00 -1.048823e-02 -1.744582e-01
2.807159e+00 -1.048752e-02 -1.744568e-01
2.807168e+00 -1.048732e-02 -1.744564e-01
2.807169e+00 -1.048729e-02 -1.744564e-01
2.807169e+00 -1.048729e-02 -1.744564e-01
2.807174e+00 -1.048719e-02 -1.744562e-01
2.807204e+00 -1.048651e-02 -1.744549e-01
2.807313e+00 -1.048403e-02 -1.744500e-01
2.807606e+00 -1.047742e-02 -1.744370e-01
2.808246e+00 -1.046296e-02 -1.744085e-01
2.809473e+00 -1.043533e-02 -1.743540e-01
2.811606e+00 -1.038744e-02 -1.742590e-01
2.815055e+00 -1.031050e-02 -1.741054e-01
2.820318e+00 -1.019418e-02 -1.738703e-01
2.827987e+00 -1.002710e-02 -1.735270e-01
2.838736e+00 -9.797557e-03 -1.730439e-01
2.853321e+00 -9.494613e-03 -1.723849e-01
