376 7
 0 0 0 0 1 1 2
 2 2 2 2 6 6 8
 -2.977875e+02 -3.525246e+01 -3.898944e+00 -1.744593e-01 -3.080646e+01 -2.542705e+00 -2.996027e-01
0.000000e+00  2.906689e+02 -8.853552e+01 -3.392181e+01  8.193335e+00 -4.144701e-06 -1.443965e-06 -3.735679e-08
3.278564e-09  2.906689e+02 -8.853552e+01 -3.392180e+01  8.193334e+00 -2.033759e-06 -6.485276e-07 -3.735667e-08
1.046582e-07  2.906680e+02 -8.853526e+01 -3.392171e+01  8.193311e+00  6.324063e-05  2.394793e-05 -3.735529e-08
7.915214e-07  2.906624e+02 -8.853356e+01 -3.392105e+01  8.193153e+00  5.054799e-04  1.905910e-04 -3.746519e-08
3.316517e-06  2.906419e+02 -8.852730e+01 -3.391866e+01  8.192574e+00  2.131134e-03  8.031642e-04 -3.965470e-08
1.004733e-05  2.905871e+02 -8.851062e+01 -3.391226e+01  8.191030e+00  6.464038e-03  2.435874e-03 -5.920582e-08
2.477810e-05  2.904673e+02 -8.847411e+01 -3.389828e+01  8.187652e+00  1.594399e-02  6.008076e-03 -1.715756e-07
5.299135e-05  2.902379e+02 -8.840423e+01 -3.387150e+01  8.181185e+00  3.408965e-02  1.284566e-02 -6.533306e-07
1.020609e-04  2.898394e+02 -8.828280e+01 -3.382497e+01  8.169946e+00  6.561512e-02  2.472497e-02 -2.324753e-06
1.813877e-04  2.891964e+02 -8.808676e+01 -3.374985e+01  8.151801e+00  1.164882e-01  4.389479e-02 -7.262265e-06
3.024627e-04  2.882177e+02 -8.778820e+01 -3.363544e+01  8.124167e+00  1.939171e-01  7.307125e-02 -2.011127e-05
4.788527e-04  2.867978e+02 -8.735467e+01 -3.346929e+01  8.084033e+00  3.062511e-01  1.154004e-01 -5.027938e-05
7.261078e-04  2.848194e+02 -8.674979e+01 -3.323743e+01  8.028028e+00  4.627817e-01  1.743834e-01 -1.153073e-04
1.061591e-03  2.821570e+02 -8.593432e+01 -3.292478e+01  7.952506e+00  6.734345e-01  2.537597e-01 -2.456789e-04
1.504231e-03  2.786827e+02 -8.486757e+01 -3.251568e+01  7.853681e+00  9.483435e-01  3.573470e-01 -4.912236e-04
2.074209e-03  2.742723e+02 -8.350920e+01 -3.199454e+01  7.727788e+00  1.297314e+00  4.888376e-01 -9.290726e-04
2.792580e-03  2.688141e+02 -8.182136e+01 -3.134670e+01  7.571278e+00  1.729187e+00  6.515576e-01 -1.672852e-03
3.680838e-03  2.622165e+02 -7.977113e+01 -3.055930e+01  7.381041e+00  2.251136e+00  8.481997e-01 -2.882455e-03
4.760448e-03  2.544175e+02 -7.733296e+01 -2.962227e+01  7.154631e+00  2.867935e+00  1.080545e+00 -4.773369e-03
6.052333e-03  2.453928e+02 -7.449120e+01 -2.852923e+01  6.890500e+00  3.581271e+00  1.349197e+00 -7.624190e-03
7.576358e-03  2.351620e+02 -7.124222e+01 -2.727834e+01  6.588194e+00  4.389148e+00  1.653354e+00 -1.178077e-02
9.350803e-03  2.237927e+02 -6.759606e+01 -2.587300e+01  6.248513e+00  5.285482e+00  1.990644e+00 -1.765538e-02
1.139185e-02  2.114019e+02 -6.357738e+01 -2.432216e+01  5.873611e+00  6.259929e+00  2.357052e+00 -2.571952e-02
1.371307e-02  1.981526e+02 -5.922547e+01 -2.264043e+01  5.467004e+00  7.298006e+00  2.746959e+00 -3.648953e-02
1.632504e-02  1.842471e+02 -5.459325e+01 -2.084776e+01  5.033497e+00  8.381541e+00  3.153298e+00 -5.050492e-02
1.923484e-02  1.699173e+02 -4.974533e+01 -1.896871e+01  4.579020e+00  9.489411e+00  3.567828e+00 -6.830024e-02
2.244580e-02  1.554116e+02 -4.475516e+01 -1.703143e+01  4.110373e+00  1.059855e+01  3.981514e+00 -9.037234e-02
2.595722e-02  1.409812e+02 -3.970147e+01 -1.506637e+01  3.634922e+00  1.168514e+01  4.384974e+00 -1.171456e-01
2.976415e-02  1.268657e+02 -3.466448e+01 -1.310484e+01  3.160241e+00  1.272586e+01  4.768972e+00 -1.489383e-01
3.385735e-02  1.132816e+02 -2.972200e+01 -1.117748e+01  2.693757e+00  1.369913e+01  5.124895e+00 -1.859336e-01
3.822326e-02  1.004114e+02 -2.494582e+01 -9.312879e+00  2.242410e+00  1.458618e+01  5.445192e+00 -2.281582e-01
4.284407e-02  8.839791e+01 -2.039878e+01 -7.536398e+00  1.812363e+00  1.537193e+01  5.723731e+00 -2.754704e-01
4.769797e-02  7.734087e+01 -1.613252e+01 -5.869212e+00  1.408770e+00  1.604555e+01  5.956045e+00 -3.275596e-01
5.275935e-02  6.729769e+01 -1.218616e+01 -4.327728e+00  1.035636e+00  1.660073e+01  6.139463e+00 -3.839569e-01
5.799924e-02  5.828668e+01 -8.585899e+00 -2.923314e+00  6.957471e-01  1.703557e+01  6.273111e+00 -4.440557e-01
6.338567e-02  5.029251e+01 -5.345366e+00 -1.662364e+00  3.906806e-01  1.735234e+01  6.357816e+00 -5.071398e-01
6.888423e-02  4.327282e+01 -2.466701e+00 -5.466200e-01  1.208843e-01  1.755684e+01  6.395901e+00 -5.724178e-01
